Xdata,P_Zhang 1,omega_Zhang 1,P_times_omega_Zhang 1,omega_eff_Zhang 1,P_times_omega_eff_Zhang 1,P_Zhang 2,omega_Zhang 2,P_times_omega_Zhang 2,omega_eff_Zhang 2,P_times_omega_eff_Zhang 2,P_Zhang 3,omega_Zhang 3,P_times_omega_Zhang 3,omega_eff_Zhang 3,P_times_omega_eff_Zhang 3,P_Zhang 4,omega_Zhang 4,P_times_omega_Zhang 4,omega_eff_Zhang 4,P_times_omega_eff_Zhang 4
10.0,0.9999646279692878,0.5442430468581682,0.5442237958763998,0.521408097314276,0.5213896540510441,0.9999933639666257,0.34868874456247895,0.3486864306523328,0.3395858311829114,0.33958357768000225,0.9999991625308805,0.15763280599557286,0.15763267398296563,0.15572920455812508,0.15572907413972525,0.9999999955585581,0.011258053577176156,0.011258053527174166,0.011246364363371885,0.011246364313421811
10.186289902446877,0.9999630917954027,0.5502724107754966,0.5502521012087754,0.5270054218055553,0.5269859709816234,0.9999930914078345,0.3547037179093475,0.3547012674060209,0.3453453373523712,0.3453429515022792,0.9999991289937168,0.16132207085939948,0.16132193034686215,0.15934453684953886,0.15934439805944609,0.9999999953827515,0.011575717622398311,0.011575717568950346,0.011563469192453999,0.011563469139062588
10.37605019766912,0.9999614335148331,0.5563314562277781,0.5563100004789236,0.5326184141529253,0.5325978729327563,0.9999927981862854,0.3608259561787386,0.3608233575774188,0.3512022310604979,0.3511997017674537,0.9999990929667352,0.16512378022226662,0.16512363044950515,0.16306838287021974,0.16306823496177203,0.9999999951940082,0.011906216089539831,0.011906216032318654,0.011893371144933716,0.011893371087774272
10.569345535579885,0.9999596426651074,0.5624165052580601,0.5623938076268082,0.5382430200342904,0.5382212979804772,0.9999924826639537,0.36705442937608757,0.36705167010459466,0.3571551892272612,0.3571525043716831,0.9999990542597204,0.16904065718222772,0.16904049731366932,0.16690325838689318,0.16690310053975893,0.9999999949913557,0.012250120761661286,0.012250120700304788,0.012236639230153078,0.012236639168864104
10.766241770454933,0.999957707807171,0.5685237600126465,0.5684997158961601,0.5438750570276689,0.5438520553588823,0.9999921430663194,0.37338788363245307,0.37338494994861426,0.363202666662367,0.36319981300310245,0.999999012667538,0.17307540803967128,0.17307523715670256,0.17085165369086244,0.17085148500347858,0.999999994773747,0.012608029801877101,0.012608029735984348,0.012593868620128202,0.012593868554309459
10.966805983368689,0.9999556164256206,0.5746493107882314,0.574623805797804,0.5495102215895799,0.5494858323617877,0.9999917774703306,0.3798248339046684,0.37982171078370247,0.36934288967084583,0.36933985273797737,0.9999989679689347,0.17723071365684315,0.17723053074924094,0.1749160249022073,0.1749158443834358,0.9999999945400554,0.012980568949866225,0.012980568878993038,0.012965681828633061,0.012965681757841156
11.171106505048245,0.9999533548178136,0.5807891448345639,0.5807620538190912,0.555144096619018,0.5551182018214914,0.9999913837912306,0.3863635573277612,0.3863602283386904,0.37557385032739327,0.3755706143046905,0.9999989199252409,0.18150922018926494,0.18150902414573766,0.17909878468673981,0.17909859124666308,0.9999999942890672,0.01336839276737476,0.013368392691028767,0.01335272993788401,0.013352729861627466
11.37921293915315,0.9999509079705123,0.5869391558864647,0.5869103418521164,0.5607721595711429,0.5607446301277493,0.9999909597681349,0.3930020873073622,0.3929985344773695,0.3818933014976275,0.38188984909363427,0.9999988682789648,0.18591352916219994,0.18591331875994827,0.18340229236404332,0.18340208480381115,0.9999999940194766,0.01377218593403449,0.013772185851669609,0.013755693874065923,0.013755693791799674
11.591196185988858,0.9999482594225552,0.5930951543927099,0.5930644673069418,0.5663897910794865,0.5663604857446372,0.9999905029482258,0.3997382084398756,0.39973441210541394,0.3882987526832491,0.38829506498989097,0.9999988127522716,0.1904461868911132,0.19044596078431045,0.1878288434106394,0.18782862041127174,0.999999993729878,0.014192664594866771,0.014192664505877034,0.014175285732889361,0.01417528564400859
11.807128466661904,0.9999453911118497,0.5992528784032604,0.5992201538698498,0.5719922840406562,0.5719610481779941,0.9999900106694248,0.4065694523472101,0.40656539099054884,0.39478746676593346,0.394783523103421,0.9999987530453339,0.19510967324564896,0.1951094299527315,0.19238065836310828,0.19238041847314866,0.9999999934187576,0.014630577760649596,0.014630577664362217,0.014612250156303921,0.014612250060137161
