Xdata,P_Band4_nterms2,omega_Band4_nterms2,P_times_omega_Band4_nterms2,P_Band5,omega_Band5,P_times_omega_Band5,P_Band5_robust_minus1,omega_Band5_robust_minus1,P_times_omega_Band5_robust_minus1,P_Band6,omega_Band6,P_times_omega_Band6,P_Band7_nterms2,omega_Band7_nterms2,P_times_omega_Band7_nterms2
37.5,0.9999907266179567,0.17103477708683273,0.17103319101600212,0.9999821768881928,0.22529329570617776,0.22528928027857897,0.9999821768881928,0.22529329570617776,0.22528928027857897,0.999947573122585,0.3438638148044852,0.34384578709841895,0.9997331922036288,0.56058574184404,0.5604361731975814
38.52771618625277,0.9999901703173962,0.17696270471057968,0.17696096522335966,0.9999811062571684,0.2325470770383892,0.2325426833537194,0.9999811062571684,0.2325470770383892,0.2325426833537194,0.9999444116052251,0.35310760497291865,0.3530879762879754,0.9997168556042809,0.5703227009822329,0.5701612173056985
39.55543237250555,0.999989565674578,0.1830412764058208,0.1830393664935771,0.9999799423586121,0.23995030665314362,0.23994549381594185,0.9999799423586121,0.23995030665314362,0.23994549381594185,0.9999409727274582,0.3624469316450967,0.3624255373912806,0.9996990466814365,0.5799863151526564,0.5798117663463898
40.58314855875832,0.9999889100233376,0.18926688638679515,0.18926478742144215,0.9999786800134578,0.24749628345948865,0.24749100684205605,0.9999786800134578,0.24749628345948865,0.24749100684205605,0.9999372407783983,0.3718692336646247,0.3718458954409823,0.9996796753052526,0.5895633765119296,0.5893745248033141
41.61086474501109,0.999988200628755,0.19563562933198086,0.19563332095456162,0.9999773139046858,0.2551780051737716,0.25517221618122415,0.9999773139046858,0.2551780051737716,0.25517221618122415,0.9999331995880166,0.38136196066208744,0.3813364855260004,0.9996586477376235,0.5990416355758067,0.5988371513582451
42.63858093126387,0.9999874346866102,0.20214331340764524,0.20214077341356262,0.9999758385758368,0.2629881978270515,0.2629818436576539,0.9999758385758368,0.2629881978270515,0.2629818436576539,0.999928832518355,0.39091263296124934,0.39088481269361824,0.9996358664617441,0.6084098133130438,0.6081882708950125
43.666297117516635,0.9999866093227948,0.20878547454198437,0.20878267876308965,0.9999742484294263,0.2709193463059466,0.27091236970728044,0.9999742484294263,0.2709193463059466,0.27091236970728044,0.999924122454146,0.40050889863467615,0.40047850900235504,0.9996112299980997,0.6176576033966952,0.6174174766490489
44.69401330376941,0.999985721592694,0.21555739184596526,0.21555431402972666,0.9999725377252613,0.27896372567019645,0.27895606469171996,0.9999725377252613,0.27896372567019645,0.27895606469171996,0.9999190517928623,0.41013858727990155,0.41010538729658325,0.9995846327061635,0.626775665522478,0.6265153234104474
45.72172949002217,0.9999847684805347,0.2224541040698412,0.22245071575582492,0.9999707005786793,0.2871134329902276,0.2871050207327876,0.9999707005786793,0.2871134329902276,0.2871050207327876,0.9999136024341947,0.419789760155661,0.41975349134223355,0.9995559645709728,0.6357556107531362,0.6354733127377591
46.749445676274945,0.9999837468987118,0.22947042697802505,0.22946669737193273,0.9999687309587063,0.2953604194510132,0.2953511838138609,0.9999687309587063,0.2953604194510132,0.2953511838138609,0.9999077557689694,0.42945075638715513,0.4294111420323667,0.999525110973661,0.6445899798702174,0.6442838711622889
47.77716186252772,0.9999826536870914,0.23660097151995935,0.2365968673654729,0.999966622686148,0.3036965224743152,0.30368638590016883,0.999966622686148,0.3036965224743152,0.30368638590016883,0.9999014926675014,0.439110235017129,0.4390669794392046,0.9994919524449283,0.65327221571369,0.6529403223617004
48.804878048780495,0.9999814856122944,0.24384016267072045,0.24383564811941055,0.9999643694316094,0.31211349761993895,0.31210237683861636,0.9999643694316094,0.31211349761993895,0.31210237683861636,0.9998947934673673,0.44875721275427266,0.44871000056392485,0.9994563644003087,0.6617966304688399,0.6614368542607613
