POLI_major,POLI_offset_major,POLI_minor,POLI_offset_minor
0.06302557,-0.9044888059008802,0.08295239,-0.9044888059008802
0.057786364,-0.8891344105364498,0.08021938,-0.8891344105364498
0.063078664,-0.8643749186550939,0.037399977,-0.8643749186550939
0.09672643,-0.8490583018850945,0.032147277,-0.8490583018850945
0.10723476,-0.8242742262135825,0.01831777,-0.8242742262135825
0.12492502,-0.8089993819527924,0.023529215,-0.8089993819527924
0.117892504,-0.7841887527885109,0.026883405,-0.7841887527885109
0.117892504,-0.7841887527885109,0.026883405,-0.7841887527885109
0.11239717,-0.7594208319502437,0.023941357,-0.7594208319502437
0.10893816,-0.7346999387505079,0.017306773,-0.7346999387505079
0.110123515,-0.7193246832967711,0.0069111492,-0.7193246832967711
0.105738565,-0.6945761297366907,0.015854407,-0.6945761297366907
0.10578861,-0.6792466415080755,0.032247614,-0.6792466415080755
0.094455294,-0.6698805863734223,0.013688964,-0.6698805863734223
0.0869403,-0.6544677226571224,0.023928475,-0.6544677226571224
0.06683164,-0.6297428046432925,0.012697233,-0.6297428046432925
0.051830858,-0.6143777339715365,0.02173054,-0.6143777339715365
0.049667347,-0.5896202167497312,0.056913212,-0.5896202167497312
0.07295601,-0.5743100208075774,0.06521701,-0.5743100208075774
0.09477386,-0.5495161508090549,0.11200254,-0.5495161508090549
0.09477386,-0.5495161508090549,0.11200254,-0.5495161508090549
0.13047232,-0.524785670536077,0.14937466,-0.524785670536077
0.16531818,-0.5094349811310567,0.14495166,-0.5094349811310567
0.21754569,-0.4846648326421054,0.15436883,-0.4846648326421054
0.2355084,-0.4693825731745908,0.13678584,-0.4693825731745908
0.27719107,-0.4445672052682249,0.11524789,-0.4445672052682249
0.26709843,-0.42936697590755635,0.0949801,-0.42936697590755635
0.29984295,-0.4198285364288617,0.075229615,-0.4198285364288617
0.2765367,-0.4044996909763962,0.06261815,-0.4044996909763962
0.26634836,-0.37971041597512184,0.05298356,-0.37971041597512184
0.2446209,-0.3550154926196884,0.08335958,-0.3550154926196884
0.20761245,-0.3396233207540377,0.107181795,-0.3396233207540377
0.19203173,-0.31487140232164623,0.13030185,-0.31487140232164623
0.16601029,-0.2995797055876783,0.13403717,-0.2995797055876783
0.18649346,-0.2902412789387478,0.1345701,-0.2902412789387478
0.17323515,-0.27475807540452746,0.1277885,-0.27475807540452746
0.19470294,-0.2500639918100965,0.098027065,-0.2500639918100965
0.20816131,-0.2346912865872954,0.075432815,-0.2346912865872954
0.2550293,-0.20991426821443085,0.022577778,-0.20991426821443085
0.28388402,-0.19469976887505547,0.02153717,-0.19469976887505547
0.3098244,-0.18532134253776603,0.05903804,-0.18532134253776603
0.34146026,-0.16981166037701886,0.092490606,-0.16981166037701886
0.4036679,-0.1451206394693739,0.17367911,-0.1451206394693739
0.42905647,-0.12979984591670363,0.2122495,-0.12979984591670363
0.5006621,-0.10495713410721542,0.30208585,-0.10495713410721542
0.5230013,-0.09000000000000001,0.34618214,-0.09000000000000001
0.6017348,-0.06489992295835181,0.4461679,-0.06489992295835181
0.6017348,-0.06489992295835181,0.4461679,-0.06489992295835181
0.6676445,-0.04024922359499622,0.5464202,-0.04024922359499622
0.662639,-0.025455844122715714,0.59050566,-0.025455844122715714
0.6730125,-0.0,0.6730125,-0.0
0.63703394,0.025455844122715714,0.72294617,0.025455844122715714
0.56466407,0.04024922359499622,0.7227422,0.04024922359499622
0.47751322,0.06489992295835181,0.7034417,0.06489992295835181
0.47751322,0.06489992295835181,0.7034417,0.06489992295835181
0.3787614,0.09000000000000001,0.63161033,0.09000000000000001
0.30754882,0.10495713410721542,0.5684152,0.10495713410721542
0.23396674,0.12979984591670363,0.43946326,0.12979984591670363
0.19861232,0.1451206394693739,0.3575536,0.1451206394693739
0.16619848,0.16981166037701886,0.21418086,0.16981166037701886
0.16667743,0.18532134253776603,0.14712605,0.18532134253776603
0.14898358,0.19469976887505547,0.0963206,0.19469976887505547
0.15972558,0.20991426821443085,0.08775847,0.20991426821443085
0.15092601,0.2346912865872954,0.14323632,0.2346912865872954
0.16263492,0.2500639918100965,0.1769312,0.2500639918100965
0.14383501,0.27475807540452746,0.21994908,0.27475807540452746
0.14988221,0.2902412789387478,0.2245113,0.2902412789387478
0.13135959,0.2995797055876783,0.23125078,0.2995797055876783
0.14097358,0.31487140232164623,0.22222729,0.31487140232164623
0.15372813,0.3396233207540377,0.19521406,0.3396233207540377
0.15712968,0.3550154926196884,0.16983071,0.3550154926196884
0.1625666,0.37971041597512184,0.12812838,0.37971041597512184
0.14845002,0.4044996909763962,0.08913171,0.4044996909763962
0.10563444,0.4198285364288617,0.07121087,0.4198285364288617
0.11058291,0.42936697590755635,0.06365257,0.42936697590755635
0.058284666,0.4445672052682249,0.054579556,0.4445672052682249
0.035260055,0.4693825731745908,0.05806945,0.4693825731745908
0.0726495,0.4846648326421054,0.050806567,0.4846648326421054
0.114536114,0.5094349811310567,0.08668339,0.5094349811310567
0.12924536,0.524785670536077,0.0791095,0.524785670536077
0.13320789,0.5495161508090549,0.13576464,0.5495161508090549
0.13320789,0.5495161508090549,0.13576464,0.5495161508090549
0.11743687,0.5743100208075774,0.18837164,0.5743100208075774
0.09094298,0.5896202167497312,0.17430863,0.5896202167497312
0.060316656,0.6143777339715365,0.20057158,0.6143777339715365
0.05742531,0.6297428046432925,0.175077,0.6297428046432925
0.041094273,0.6544677226571224,0.16156957,0.6544677226571224
0.054987475,0.6698805863734223,0.12817973,0.6698805863734223
0.045946237,0.6792466415080755,0.11434662,0.6792466415080755
0.055158723,0.6945761297366907,0.07739308,0.6945761297366907
0.07064385,0.7193246832967711,0.01368894,0.7193246832967711
