POLF_Gaussian,POLF_err_Gaussian,POLF_maxPOLI,POLF_err_maxPOLI,POLF_maxStokesI,POLF_err_maxStokesI
0.013484494,0.0007652981535930795,0.015119315,0.0007498792265646307,0.014014987,0.0007397171203147734
