#Band 0: S450_JCMT
#Band 1: S500_Herschel
#Band 2: S850_JCMT
#Band 3: Band9_ALMA
#Band 4: Band8_ALMA
#Band 5: Band7_ALMA
#Band 6: Band6_ALMA
#Band 7: Band5_ALMA
#Band 8: Band4_ALMA
#Cumulative number counts at band 0
#log10(S_low/mJy) N_total[deg^-2] N_bulge[deg^-2] N_disk[deg^-2]
36.0 0.982491253325 0.0278063562262 0.880534613829
38.0 0.778577974333 0.0278063562262 0.704427691063
40.0 0.593202266159 0.0278063562262 0.528320768298
42.0 0.417095343393 0.0278063562262 0.417095343393
44.0 0.250257206036 0.00926878540873 0.259525991444
46.0 0.176106922766 0.00926878540873 0.14830056654
48.0 0.0556127124524 0.0 0.101956639496
#Differential number counts at band 5
#log10(S_mid/mJy) N_total[deg^-2 dex^-1] N_bulge[deg^-2 dex^-1] N_disk[deg^-2 dex^-1]
-1.875 146500.345962 153567.31286 45049.1518723
-1.625 153430.02361 161841.372218 44116.9715862
-1.375 147915.355818 148741.946101 43593.8042626
-1.125 129155.260001 113888.754779 43005.7554411
-0.875 104008.822736 72694.2312324 41478.0371549
-0.625 75268.0246398 36428.3657891 37320.6161477
-0.375 47372.0948715 13030.8741807 29367.219689
-0.125 26241.0066712 3508.12405178 19440.6841925
0.125 12730.4913832 841.049587988 10606.4935941
0.375 5089.74959392 208.658897121 4509.41240191
0.625 1565.53493068 49.4211637993 1428.95010889
0.875 385.321947012 11.7528198983 354.623729738
1.125 91.4272992717 3.44798817205 82.3068144295
1.375 19.0195476587 1.00102882414 16.350137461
1.625 6.78475091919 0.185375708175 6.11739836976
1.875 2.55818477281 0.222450849809 2.18743335646
2.125 0.370751416349 0.0370751416349 0.333676274714
2.375 0.14830056654 0.0741502832698 0.0741502832698
2.625 0.0370751416349 0.0 0.0370751416349
2.875 0.0 0.0 0.0
#S_mid/mJy N_total[deg^-2 mJy^-1] N_bulge[deg^-2 mJy^-1] N_disk[deg^-2 mJy^-1]
1.0 351726.580848 346317.887714 266859.153224
3.0 558.750190794 20.6971978177 499.429964179
5.0 94.6296646304 2.80844197884 87.0524325588
7.0 27.6487868742 0.875900221125 25.206461919
9.0 10.988145102 0.319773096601 10.204932735
11.0 5.44077703492 0.185375708175 4.94489701556
13.0 2.97991450891 0.1065910322 2.71111973205
15.0 2.02522961181 0.0741502832698 1.78887558388
17.0 1.10761985634 0.0741502832698 0.94541611169
19.0 0.727599654585 0.0278063562262 0.621008622385
21.0 0.454170485028 0.0417095343393 0.389288987167
23.0 0.389288987167 0.0231719635218 0.338310667419
25.0 0.259525991444 0.00926878540873 0.199278886288
27.0 0.199278886288 0.00463439270436 0.185375708175
29.0 0.139031781131 0.00463439270436 0.111225424905
31.0 0.0973222467917 0.00926878540873 0.115859817609
33.0 0.143666173835 0.0 0.125128603018
35.0 0.0926878540873 0.0 0.101956639496
37.0 0.101956639496 0.0 0.0880534613829
39.0 0.0926878540873 0.0 0.0880534613829
41.0 0.0880534613829 0.0 0.0556127124524
43.0 0.0834190686786 0.00926878540873 0.0787846759742
45.0 0.0370751416349 0.0 0.0556127124524
47.0 0.0602471051567 0.00463439270436 0.0231719635218
49.0 0.0278063562262 0.0 0.050978319748
#Cumulative number counts at band 6
#log10(S_low/mJy) N_total[deg^-2] N_bulge[deg^-2] N_disk[deg^-2]
-2.0 161352.249144 123750.705379 65589.1788958
-1.75 124624.269866 84889.8302784 55024.3670298
-1.5 89650.2228516 49799.6917266 44580.1235243
-1.25 59387.7126424 23797.560193 34257.9869978
-1.0 36163.167301 8933.17195786 24312.3485346
-0.75 20131.2272431 2612.26813567 15336.9479904
-0.5 9904.04942307 626.264023712 8252.08306846
-0.25 4141.91432924 134.656914418 3654.45036703
0.0 1410.82036463 27.6487868742 1286.86889736
0.25 382.967675518 4.95880019367 356.959463661
0.5 84.7166986358 0.824921901377 79.5539851631
0.75 17.7589928431 0.296601133079 16.2296432507
1.0 3.70751416349 0.0463439270436 3.43871938664
1.25 1.37178024049 0.00926878540873 1.25128603018
1.5 0.36148263094 0.00926878540873 0.342945060123
1.75 0.0370751416349 0.00926878540873 0.0278063562262
2.0 0.0185375708175 0.00926878540873 0.00926878540873
2.25 0.00926878540873 0.0 0.00926878540873
2.5 0.0 0.0 0.0
2.75 0.0 0.0 0.0
#S_low/mJy N_total[deg^-2] N_bulge[deg^-2] N_disk[deg^-2]
0.0 694497.790998 680685.836271 501979.91827
2.0 284.913194679 3.5036008845 265.986334874
4.0 44.8794589491 0.528320768298 41.8300285496
6.0 14.6817560874 0.250257206036 13.2729007053
8.0 6.31204286334 0.101956639496 5.70957181178
10.0 3.64263266563 0.0370751416349 3.39237545959
12.0 2.53964720199 0.00926878540873 2.40061542086
14.0 1.84448829634 0.00926878540873 1.74253165684
16.0 1.53861837785 0.0 1.43666173835
18.0 1.269823601 0.0 1.15859817609
20.0 0.963953682508 0.0 0.908340970055
22.0 0.713696476472 0.0 0.65808376402
24.0 0.593202266159 0.0 0.556127124524
26.0 0.481976841254 0.0 0.491245626663
28.0 0.417095343393 0.0 0.417095343393
30.0 0.324407489306 0.0 0.324407489306
32.0 0.287332347671 0.0 0.287332347671
34.0 0.278063562262 0.0 0.250257206036
36.0 0.213182064401 0.0 0.176106922766
38.0 0.139031781131 0.0 0.129762995722
40.0 0.111225424905 0.0 0.0926878540873
42.0 0.0556127124524 0.0 0.0556127124524
44.0 0.0278063562262 0.0 0.0278063562262
46.0 0.0185375708175 0.0 0.00926878540873
48.0 0.0 0.0 0.00926878540873
#Differential number counts at band 6
#log10(S_mid/mJy) N_total[deg^-2 dex^-1] N_bulge[deg^-2 dex^-1] N_disk[deg^-2 dex^-1]
-1.875 146911.91711 155443.500402 42259.2474643
-1.625 139896.188058 140360.554207 41776.9740219
-1.375 121050.040837 104008.526135 41288.546106
-1.125 92898.1813658 59457.5529405 39782.5538528
-0.875 64127.7602317 25283.6152888 35901.6021767
-0.625 40908.71128 7944.01644783 28339.4596878
-0.375 23048.5403753 1966.42843717 18390.5308057
-0.125 10924.3758584 428.032510175 9470.32587866
0.125 4111.41075646 90.7599467223 3719.63773481
0.375 1193.00390753 16.5355131692 1109.62191399
0.625 267.830823171 2.11328307319 253.29736765
0.875 56.2059147185 1.00102882414 51.1636954562
1.125 9.342935692 0.14830056654 8.74973342584
1.375 4.04119043821 0.0 3.63336388022
1.625 1.29762995722 0.0 1.26055481559
1.875 0.0741502832698 0.0 0.0741502832698
2.125 0.0370751416349 0.0370751416349 0.0
2.375 0.0370751416349 0.0 0.0370751416349
2.625 0.0 0.0 0.0
2.875 0.0 0.0 0.0
#S_mid/mJy N_total[deg^-2 mJy^-1] N_bulge[deg^-2 mJy^-1] N_disk[deg^-2 mJy^-1]
1.0 347106.438902 340341.166335 250856.965968
3.0 120.016867865 1.4876400581 112.078153162
5.0 15.0988514308 0.139031781131 14.2785639221
7.0 4.18485661204 0.0741502832698 3.78166444676
9.0 1.33470509886 0.0324407489306 1.15859817609
11.0 0.551492731819 0.0139031781131 0.495880019367
13.0 0.347579452827 0.0 0.32904188201
15.0 0.152934959244 0.00463439270436 0.152934959244
17.0 0.134397388427 0.0 0.139031781131
19.0 0.152934959244 0.0 0.125128603018
21.0 0.125128603018 0.0 0.125128603018
23.0 0.0602471051567 0.0 0.050978319748
25.0 0.0556127124524 0.0 0.0324407489306
27.0 0.0324407489306 0.0 0.0370751416349
29.0 0.0463439270436 0.0 0.0463439270436
31.0 0.0185375708175 0.0 0.0185375708175
33.0 0.00463439270436 0.0 0.0185375708175
35.0 0.0324407489306 0.0 0.0370751416349
37.0 0.0370751416349 0.0 0.0231719635218
39.0 0.0139031781131 0.0 0.0185375708175
41.0 0.0278063562262 0.0 0.0185375708175
43.0 0.0139031781131 0.0 0.0139031781131
45.0 0.00463439270436 0.0 0.00926878540873
47.0 0.00926878540873 0.0 0.0
49.0 0.0 0.0 0.00463439270436
#Cumulative number counts at band 7
#log10(S_low/mJy) N_total[deg^-2] N_bulge[deg^-2] N_disk[deg^-2]
-2.0 110796.289409 71436.3736334 51670.2160412
-1.75 78124.5623462 39481.5129715 41573.2461186
-1.5 50838.852334 17351.9819383 31606.0762669
-1.25 30706.3459985 5885.28944556 22085.745291
-1.0 17028.8906165 1564.54317064 13629.2484291
-0.75 8280.86264715 338.959482397 7127.50133482
-0.5 3360.2313118 65.2059053504 3020.18738151
-0.25 1087.48805444 11.5025626922 1002.95673151
0.0 278.47138882 1.78887558388 261.101684964
0.25 58.4304232166 0.278063562262 54.6672963407
0.5 10.7517910741 0.0834190686786 9.91760038734
0.75 2.29865878136 0.0185375708175 2.13182064401
1.0 0.778577974333 0.0 0.704427691063
1.25 0.166838137357 0.0 0.157569351948
1.5 0.00926878540873 0.0 0.00926878540873
1.75 0.0 0.0 0.0
2.0 0.0 0.0 0.0
2.25 0.0 0.0 0.0
2.5 0.0 0.0 0.0
2.75 0.0 0.0 0.0
#S_low/mJy N_total[deg^-2] N_bulge[deg^-2] N_disk[deg^-2]
0.0 638606.468125 624353.773383 462829.504851
2.0 41.8949100475 0.194644493583 39.549907339
4.0 5.27393889757 0.0278063562262 4.89391869581
6.0 2.02986400451 0.0185375708175 1.9093697942
8.0 1.23274845936 0.00926878540873 1.12152303446
10.0 0.778577974333 0.0 0.704427691063
12.0 0.491245626663 0.0 0.463439270436
14.0 0.333676274714 0.0 0.315138703897
16.0 0.240988420627 0.0 0.222450849809
18.0 0.166838137357 0.0 0.157569351948
20.0 0.101956639496 0.0 0.0741502832698
22.0 0.0278063562262 0.0 0.0185375708175
24.0 0.0185375708175 0.0 0.0185375708175
26.0 0.0185375708175 0.0 0.0185375708175
28.0 0.0185375708175 0.0 0.0185375708175
30.0 0.00926878540873 0.0 0.00926878540873
32.0 0.00926878540873 0.0 0.00926878540873
34.0 0.00926878540873 0.0 0.00926878540873
36.0 0.00926878540873 0.0 0.00926878540873
38.0 0.00926878540873 0.0 0.00926878540873
40.0 0.00926878540873 0.0 0.00926878540873
42.0 0.00926878540873 0.0 0.00926878540873
44.0 0.0 0.0 0.0
46.0 0.0 0.0 0.0
48.0 0.0 0.0 0.0
#Differential number counts at band 7
#log10(S_mid/mJy) N_total[deg^-2 dex^-1] N_bulge[deg^-2 dex^-1] N_disk[deg^-2 dex^-1]
-1.875 130686.908252 127819.442647 40387.8796903
-1.625 109142.840049 88518.124133 39868.6794068
-1.375 80530.0253418 45866.7699708 38081.3239037
-1.125 54709.8215281 17282.9850997 33825.9874475
-0.875 34992.1118773 4902.33475296 26006.9883772
-0.625 19682.5253414 1095.01430819 16429.2558132
-0.375 9090.97302945 214.813370633 8068.9226
-0.125 3236.06666246 38.8547484334 2967.42018618
0.125 880.163862413 6.04324808649 825.737554493
0.375 190.71452857 0.778577974333 178.998783813
0.625 33.812529171 0.259525991444 31.1431189733
0.875 6.08032322813 0.0741502832698 5.70957181178
1.125 2.4469593479 0.0 2.18743335646
1.375 0.630277407794 0.0 0.593202266159
1.625 0.0370751416349 0.0 0.0370751416349
1.875 0.0 0.0 0.0
2.125 0.0 0.0 0.0
2.375 0.0 0.0 0.0
2.625 0.0 0.0 0.0
2.875 0.0 0.0 0.0
#S_mid/mJy N_total[deg^-2 mJy^-1] N_bulge[deg^-2 mJy^-1] N_disk[deg^-2 mJy^-1]
1.0 319282.286607 312176.789369 231394.977472
3.0 18.3104855749 0.0834190686786 17.3279943216
5.0 1.62203744653 0.00463439270436 1.49227445081
7.0 0.398557772575 0.00463439270436 0.393923379871
9.0 0.227085242514 0.00463439270436 0.208547671696
11.0 0.143666173835 0.0 0.120494210313
13.0 0.0787846759742 0.0 0.0741502832698
15.0 0.0463439270436 0.0 0.0463439270436
17.0 0.0370751416349 0.0 0.0324407489306
19.0 0.0324407489306 0.0 0.0417095343393
21.0 0.0370751416349 0.0 0.0278063562262
23.0 0.00463439270436 0.0 0.0
25.0 0.0 0.0 0.0
27.0 0.0 0.0 0.0
29.0 0.00463439270436 0.0 0.00463439270436
31.0 0.0 0.0 0.0
33.0 0.0 0.0 0.0
35.0 0.0 0.0 0.0
37.0 0.0 0.0 0.0
39.0 0.0 0.0 0.0
41.0 0.0 0.0 0.0
43.0 0.00463439270436 0.0 0.00463439270436
45.0 0.0 0.0 0.0
47.0 0.0 0.0 0.0
49.0 0.0 0.0 0.0
#Cumulative number counts at band 8
#log10(S_low/mJy) N_total[deg^-2] N_bulge[deg^-2] N_disk[deg^-2]
-2.0 60549.0451102 25029.4651929 35769.6517477
-1.75 38540.7868652 9717.04240867 26363.8829594
-1.5 22757.1112245 2887.77351316 17584.155744
-1.25 12147.3364804 681.33914661 10206.9533302
-1.0 5557.48958079 131.477721023 4932.05974777
-0.75 2069.39537428 24.3305616979 1892.32449783
-0.5 601.775892662 3.19773096601 562.059147185
-0.25 137.845376599 0.194644493583 129.902027503
0.0 26.351156917 0.0370751416349 24.7105818997
0.25 4.25437250261 0.0185375708175 3.99484651116
0.5 1.13079181986 0.0 1.02883518037
0.75 0.305869918488 0.0 0.268794776853
1.0 0.0278063562262 0.0 0.0185375708175
1.25 0.0 0.0 0.0
1.5 0.0 0.0 0.0
1.75 0.0 0.0 0.0
2.0 0.0 0.0 0.0
2.25 0.0 0.0 0.0
2.5 0.0 0.0 0.0
2.75 0.0 0.0 0.0
#S_low/mJy N_total[deg^-2] N_bulge[deg^-2] N_disk[deg^-2]
0.0 491867.858765 480472.091018 382341.717364
2.0 3.0772367557 0.0185375708175 2.91039861834
4.0 0.676621334837 0.0 0.602471051567
6.0 0.259525991444 0.0 0.222450849809
8.0 0.101956639496 0.0 0.0834190686786
10.0 0.0278063562262 0.0 0.0185375708175
12.0 0.0 0.0 0.0
14.0 0.0 0.0 0.0
16.0 0.0 0.0 0.0
18.0 0.0 0.0 0.0
20.0 0.0 0.0 0.0
22.0 0.0 0.0 0.0
24.0 0.0 0.0 0.0
26.0 0.0 0.0 0.0
28.0 0.0 0.0 0.0
30.0 0.0 0.0 0.0
32.0 0.0 0.0 0.0
34.0 0.0 0.0 0.0
36.0 0.0 0.0 0.0
38.0 0.0 0.0 0.0
40.0 0.0 0.0 0.0
42.0 0.0 0.0 0.0
44.0 0.0 0.0 0.0
46.0 0.0 0.0 0.0
48.0 0.0 0.0 0.0
#Differential number counts at band 8
#log10(S_mid/mJy) N_total[deg^-2 dex^-1] N_bulge[deg^-2 dex^-1] N_disk[deg^-2 dex^-1]
-1.875 88033.0329799 61249.6911368 37623.0751531
-1.625 63134.702563 27317.075582 35118.9088617
-1.375 42439.0989764 8825.73746619 29508.8096549
-1.125 26359.3875985 2199.44570235 21099.5743299
-0.875 13952.376826 428.5886373 12158.9409997
-0.625 5870.47792647 84.5313229276 5321.06140258
-0.375 1855.72206425 12.0123458897 1728.62847873
-0.125 445.976878726 0.630277407794 420.765782415
0.125 88.3871376576 0.0741502832698 82.862941554
0.375 12.494322731 0.0741502832698 11.8640453232
0.625 3.29968760551 0.0 3.04016161406
0.875 1.11225424905 0.0 1.00102882414
1.125 0.111225424905 0.0 0.0741502832698
1.375 0.0 0.0 0.0
1.625 0.0 0.0 0.0
1.875 0.0 0.0 0.0
2.125 0.0 0.0 0.0
2.375 0.0 0.0 0.0
2.625 0.0 0.0 0.0
2.875 0.0 0.0 0.0
#S_mid/mJy N_total[deg^-2 mJy^-1] N_bulge[deg^-2 mJy^-1] N_disk[deg^-2 mJy^-1]
1.0 245932.390764 240236.03624 191169.403483
3.0 1.20030771043 0.00926878540873 1.15396378339
5.0 0.208547671696 0.0 0.190010100879
7.0 0.0787846759742 0.0 0.0695158905655
9.0 0.0370751416349 0.0 0.0324407489306
11.0 0.0139031781131 0.0 0.00926878540873
13.0 0.0 0.0 0.0
15.0 0.0 0.0 0.0
17.0 0.0 0.0 0.0
19.0 0.0 0.0 0.0
21.0 0.0 0.0 0.0
23.0 0.0 0.0 0.0
25.0 0.0 0.0 0.0
27.0 0.0 0.0 0.0
29.0 0.0 0.0 0.0
31.0 0.0 0.0 0.0
33.0 0.0 0.0 0.0
35.0 0.0 0.0 0.0
37.0 0.0 0.0 0.0
39.0 0.0 0.0 0.0
41.0 0.0 0.0 0.0
43.0 0.0 0.0 0.0
45.0 0.0 0.0 0.0
47.0 0.0 0.0 0.0
49.0 0.0 0.0 0.0
