StokesI_major,StokesI_offset_major,StokesI_minor,StokesI_offset_minor
0.9211005,-0.6945761297366907,0.15678045,-0.6945761297366907
1.0730093,-0.6792466415080755,0.18437517,-0.6792466415080755
1.3540413,-0.6544677226571224,0.24406867,-0.6544677226571224
1.5670031,-0.6391901125643293,0.29061595,-0.6391901125643293
1.6967835,-0.6297428046432925,0.32745162,-0.6297428046432925
1.9574659,-0.6143777339715365,0.39221185,-0.6143777339715365
2.4240408,-0.5896202167497312,0.5318377,-0.5896202167497312
2.7694328,-0.5743100208075774,0.63828033,-0.5743100208075774
3.3796885,-0.5495161508090549,0.86537045,-0.5495161508090549
3.8180668,-0.5342695948676099,1.035138,-0.5342695948676099
4.584295,-0.5094349811310567,1.3927048,-0.5094349811310567
4.584295,-0.5094349811310567,1.3927048,-0.5094349811310567
5.4438396,-0.4846648326421054,1.859404,-0.4846648326421054
6.3965354,-0.459969564210503,2.4611435,-0.459969564210503
7.0771728,-0.4445672052682249,2.8964527,-0.4445672052682249
8.20648,-0.4198285364288617,3.7800608,-0.4198285364288617
9.009585,-0.4044996909763962,4.4031577,-0.4044996909763962
10.351191,-0.37971041597512184,5.6640353,-0.37971041597512184
11.311892,-0.3644722211636986,6.5282245,-0.3644722211636986
11.833308,-0.3550154926196884,7.217782,-0.3550154926196884
12.933082,-0.3396233207540377,8.276917,-0.3396233207540377
14.744263,-0.31487140232164623,10.391814,-0.31487140232164623
16.104395,-0.2995797055876783,11.784344,-0.2995797055876783
18.345789,-0.27475807540452746,14.556655,-0.27475807540452746
20.02938,-0.25959969183340725,16.305445,-0.25959969183340725
22.775846,-0.2346912865872954,19.764359,-0.2346912865872954
25.779835,-0.20991426821443085,23.605968,-0.20991426821443085
25.779835,-0.20991426821443085,23.605968,-0.20991426821443085
28.987299,-0.18532134253776603,27.726284,-0.18532134253776603
31.430119,-0.16981166037701886,30.135014,-0.16981166037701886
34.87006,-0.1451206394693739,34.42165,-0.1451206394693739
37.341553,-0.12979984591670363,36.731277,-0.12979984591670363
40.602787,-0.10495713410721542,40.658752,-0.10495713410721542
42.736137,-0.09000000000000001,42.52669,-0.09000000000000001
45.28262,-0.06489992295835181,45.492104,-0.06489992295835181
45.28262,-0.06489992295835181,45.492104,-0.06489992295835181
47.078247,-0.04024922359499622,47.48493,-0.04024922359499622
48.0003,-0.025455844122715714,48.071358,-0.025455844122715714
48.37277,-0.0,48.37277,-0.0
47.757725,0.025455844122715714,47.464386,0.025455844122715714
47.019165,0.04024922359499622,46.47515,0.04024922359499622
45.00044,0.06489992295835181,43.988773,0.06489992295835181
45.00044,0.06489992295835181,43.988773,0.06489992295835181
42.265335,0.09000000000000001,40.659077,0.09000000000000001
40.298946,0.10495713410721542,38.573166,0.10495713410721542
36.888393,0.12979984591670363,34.516777,0.12979984591670363
34.554546,0.1451206394693739,32.133564,0.1451206394693739
31.001066,0.16981166037701886,27.932129,0.16981166037701886
28.661016,0.18532134253776603,25.56709,0.18532134253776603
25.369457,0.20991426821443085,21.673908,0.20991426821443085
25.369457,0.20991426821443085,21.673908,0.20991426821443085
22.31196,0.2346912865872954,18.104141,0.2346912865872954
19.536482,0.25959969183340725,14.928315,0.25959969183340725
17.91084,0.27475807540452746,13.300135,0.27475807540452746
15.652971,0.2995797055876783,10.783979,0.2995797055876783
14.333151,0.31487140232164623,9.497665,0.31487140232164623
12.516635,0.3396233207540377,7.58334,0.3396233207540377
11.447995,0.3550154926196884,6.6049004,0.3550154926196884
10.900028,0.3644722211636986,5.995238,0.3644722211636986
9.969706,0.37971041597512184,5.193163,0.37971041597512184
8.638538,0.4044996909763962,4.0407505,0.4044996909763962
7.8627896,0.4198285364288617,3.459293,0.4198285364288617
6.748131,0.4445672052682249,2.6459804,0.4445672052682249
6.093767,0.459969564210503,2.2381039,0.459969564210503
5.1585402,0.4846648326421054,1.6817404,0.4846648326421054
4.3185983,0.5094349811310567,1.2492638,0.5094349811310567
4.3185983,0.5094349811310567,1.2492638,0.5094349811310567
3.5737479,0.5342695948676099,0.9180541,0.5342695948676099
3.1600995,0.5495161508090549,0.7596946,0.5495161508090549
2.5718193,0.5743100208075774,0.5512431,0.5743100208075774
2.249468,0.5896202167497312,0.45334283,0.5896202167497312
1.804443,0.6143777339715365,0.32729974,0.6143777339715365
1.5643383,0.6297428046432925,0.26901904,0.6297428046432925
1.4357347,0.6391901125643293,0.23682679,0.6391901125643293
1.241746,0.6544677226571224,0.19548146,0.6544677226571224
0.98041874,0.6792466415080755,0.14365925,0.6792466415080755
0.8443006,0.6945761297366907,0.119777665,0.6945761297366907
