POLI_major,POLI_offset_major,POLI_minor,POLI_offset_minor
3.389759e-06,-0.6945761297366907,0.02846193,-0.6945761297366907
6.336728e-06,-0.6792466415080755,0.029148528,-0.6792466415080755
0.009722589,-0.6544677226571224,0.031106174,-0.6544677226571224
0.016699357,-0.6391901125643293,0.031907268,-0.6391901125643293
0.015581519,-0.6297428046432925,0.033556808,-0.6297428046432925
0.021620482,-0.6143777339715365,0.034769617,-0.6143777339715365
0.026556605,-0.5896202167497312,0.038488403,-0.5896202167497312
0.03377148,-0.5743100208075774,0.040080316,-0.5743100208075774
0.04010974,-0.5495161508090549,0.045413364,-0.5495161508090549
0.048675105,-0.5342695948676099,0.047423203,-0.5342695948676099
0.056149237,-0.5094349811310567,0.054556955,-0.5094349811310567
0.056149237,-0.5094349811310567,0.054556955,-0.5094349811310567
0.063722394,-0.4846648326421054,0.062822364,-0.4846648326421054
0.07087659,-0.459969564210503,0.072000094,-0.459969564210503
0.07876328,-0.4445672052682249,0.07597318,-0.4445672052682249
0.08373499,-0.4198285364288617,0.08642286,-0.4198285364288617
0.08955223,-0.4044996909763962,0.091405004,-0.4044996909763962
0.091411866,-0.37971041597512184,0.10257157,-0.37971041597512184
0.095211945,-0.3644722211636986,0.108584665,-0.3644722211636986
0.091709875,-0.3550154926196884,0.11313955,-0.3550154926196884
0.0946983,-0.3396233207540377,0.11917991,-0.3396233207540377
0.093929484,-0.31487140232164623,0.12765339,-0.31487140232164623
0.09755914,-0.2995797055876783,0.13304329,-0.2995797055876783
0.0991168,-0.27475807540452746,0.13603884,-0.27475807540452746
0.10540871,-0.25959969183340725,0.13898078,-0.25959969183340725
0.112590626,-0.2346912865872954,0.13262512,-0.2346912865872954
0.124889225,-0.20991426821443085,0.11809804,-0.20991426821443085
0.124889225,-0.20991426821443085,0.11809804,-0.20991426821443085
0.1428722,-0.18532134253776603,0.0960534,-0.18532134253776603
0.1570799,-0.16981166037701886,0.09448183,-0.16981166037701886
0.1825274,-0.1451206394693739,0.08094329,-0.1451206394693739
0.19661571,-0.12979984591670363,0.0980983,-0.12979984591670363
0.22515254,-0.10495713410721542,0.12293767,-0.10495713410721542
0.23509146,-0.09000000000000001,0.1523873,-0.09000000000000001
0.25954545,-0.06489992295835181,0.19429493,-0.06489992295835181
0.25954545,-0.06489992295835181,0.19429493,-0.06489992295835181
0.27683237,-0.04024922359499622,0.23516278,-0.04024922359499622
0.27474615,-0.025455844122715714,0.25434944,-0.025455844122715714
0.2775796,-0.0,0.2775796,-0.0
0.2693491,0.025455844122715714,0.28489396,0.025455844122715714
0.25482774,0.04024922359499622,0.2771935,0.04024922359499622
0.23549788,0.06489992295835181,0.257973,0.06489992295835181
0.23549788,0.06489992295835181,0.257973,0.06489992295835181
0.21122257,0.09000000000000001,0.2247337,0.09000000000000001
0.19673637,0.10495713410721542,0.19563213,0.10495713410721542
0.17574559,0.12979984591670363,0.15168425,0.12979984591670363
0.16757883,0.1451206394693739,0.11971087,0.1451206394693739
0.15628166,0.16981166037701886,0.08509722,0.16981166037701886
0.15504517,0.18532134253776603,0.06545224,0.18532134253776603
0.15267773,0.20991426821443085,0.06770533,0.20991426821443085
0.15267773,0.20991426821443085,0.06770533,0.20991426821443085
0.15304358,0.2346912865872954,0.0827248,0.2346912865872954
0.15386386,0.25959969183340725,0.095886394,0.25959969183340725
0.1551527,0.27475807540452746,0.098423235,0.27475807540452746
0.15274216,0.2995797055876783,0.10154945,0.2995797055876783
0.15078749,0.31487140232164623,0.099800244,0.31487140232164623
0.14389811,0.3396233207540377,0.09439253,0.3396233207540377
0.13902998,0.3550154926196884,0.09015196,0.3550154926196884
0.13493806,0.3644722211636986,0.08568101,0.3644722211636986
0.12899147,0.37971041597512184,0.080804594,0.37971041597512184
0.11826598,0.4044996909763962,0.07077956,0.4044996909763962
0.111506104,0.4198285364288617,0.06664644,0.4198285364288617
0.101010285,0.4445672052682249,0.057743754,0.4445672052682249
0.09427638,0.459969564210503,0.05478731,0.459969564210503
0.0847902,0.4846648326421054,0.04764627,0.4846648326421054
0.075890034,0.5094349811310567,0.041605182,0.5094349811310567
0.075890034,0.5094349811310567,0.041605182,0.5094349811310567
0.06722782,0.5342695948676099,0.03651988,0.5342695948676099
0.060296662,0.5495161508090549,0.034764424,0.5495161508090549
0.05122253,0.5743100208075774,0.030400388,0.5743100208075774
0.04352703,0.5896202167497312,0.02830952,0.5896202167497312
0.034015942,0.6143777339715365,0.024136858,0.6143777339715365
0.025967594,0.6297428046432925,0.02146474,0.6297428046432925
0.024573257,0.6391901125643293,0.020014307,0.6391901125643293
0.0164319,0.6544677226571224,0.01692725,0.6544677226571224
4.5533952e-06,0.6792466415080755,0.011409773,0.6792466415080755
3.9963506e-06,0.6945761297366907,5.7120915e-06,0.6945761297366907
