a_max_micron,P_Band 4,omega_Band 4,P_times_omega_Band 4,P_Band4_nterms2,omega_Band4_nterms2,P_times_omega_Band4_nterms2,P_Band4_nterms2_robust_minus,omega_Band4_nterms2_robust_minus,P_times_omega_Band4_nterms2_robust_minus,P_Band4_nterms2_smooth,omega_Band4_nterms2_smooth,P_times_omega_Band4_nterms2_smooth,P_Band4_nterms2_smooth_B6,omega_Band4_nterms2_smooth_B6,P_times_omega_Band4_nterms2_smooth_B6,P_Band4_nterms2_smooth_B6_B7,omega_Band4_nterms2_smooth_B6_B7,P_times_omega_Band4_nterms2_smooth_B6_B7,P_Band5,omega_Band5,P_times_omega_Band5,P_Band5_robust_minus1,omega_Band5_robust_minus1,P_times_omega_Band5_robust_minus1,P_Band5_robust_minus2,omega_Band5_robust_minus2,P_times_omega_Band5_robust_minus2,P_Band6,omega_Band6,P_times_omega_Band6,P_Band6_smooth,omega_Band6_smooth,P_times_omega_Band6_smooth,P_Band6_smooth_B7,omega_Band6_smooth_B7,P_times_omega_Band6_smooth_B7,P_Band7_nterms2,omega_Band7_nterms2,P_times_omega_Band7_nterms2,P_Band7_nterms2_smooth,omega_Band7_nterms2_smooth,P_times_omega_Band7_nterms2_smooth,P_Band7_nterms2_smooth_B6,omega_Band7_nterms2_smooth_B6,P_times_omega_Band7_nterms2_smooth_B6
10.0,0.9999999852333211,0.001671408835996491,0.0016714088113153336,0.9999999852333211,0.001671408835996491,0.0016714088113153336,0.9999999852333211,0.001671408835996491,0.0016714088113153336,0.9999999852333211,0.001671408835996491,0.0016714088113153336,0.9999999852333211,0.001671408835996491,0.0016714088113153336,0.9999999852333211,0.001671408835996491,0.0016714088113153336,0.9999999716756393,0.002366957066687671,0.002366956999645125,0.9999999716756393,0.002366957066687671,0.002366956999645125,0.9999999716756393,0.002366957066687671,0.002366956999645125,0.9999999171420096,0.004315850309355784,0.0043158499517531,0.9999999171420096,0.004315850309355784,0.0043158499517531,0.9999999171420096,0.004315850309355784,0.0043158499517531,0.9999995866229835,0.010858903216825136,0.010858898728004121,0.9999995866229835,0.010858903216825136,0.010858898728004121,0.9999995866229835,0.010858903216825136,0.010858898728004121
10.076375292386912,0.9999999850021014,0.001690699933268782,0.001690699907911836,0.9999999850021014,0.001690699933268782,0.001690699907911836,0.9999999850021014,0.001690699933268782,0.001690699907911836,0.9999999850021014,0.001690699933268782,0.001690699907911836,0.9999999850021014,0.001690699933268782,0.001690699907911836,0.9999999850021014,0.001690699933268782,0.001690699907911836,0.9999999712321137,0.0023942526232779006,0.0023942525544003133,0.9999999712321137,0.0023942526232779006,0.0023942525544003133,0.9999999712321137,0.0023942526232779006,0.0023942525544003133,0.9999999158444262,0.0043655025692358514,0.004365502201854478,0.9999999158444262,0.0043655025692358514,0.004365502201854478,0.9999999158444262,0.0043655025692358514,0.004365502201854478,0.99999958014744,0.010982856725070739,0.010982852113890227,0.99999958014744,0.010982856725070739,0.010982852113890227,0.99999958014744,0.010982856725070739,0.010982852113890227
10.153333903302544,0.9999999847640292,0.0017103120663484314,0.0017103120402901667,0.9999999847640292,0.0017103120663484314,0.0017103120402901667,0.9999999847640292,0.0017103120663484314,0.0017103120402901667,0.9999999847640292,0.0017103120663484314,0.0017103120402901667,0.9999999847640292,0.0017103120663484314,0.0017103120402901667,0.9999999847640292,0.0017103120663484314,0.0017103120402901667,0.9999999707754432,0.0024220019139178325,0.0024220018431359,0.9999999707754432,0.0024220019139178325,0.0024220018431359,0.9999999707754432,0.0024220019139178325,0.0024220018431359,0.9999999145083784,0.00441597763115625,0.0044159772536271616,0.9999999145083784,0.00441597763115625,0.0044159772536271616,0.9999999145083784,0.00441597763115625,0.0044159772536271616,0.9999995734798536,0.011108843089262051,0.01110883835111667,0.9999995734798536,0.011108843089262051,0.01110883835111667,0.9999995734798536,0.011108843089262051,0.01110883835111667
10.230880287859211,0.9999999845188972,0.0017302511998074973,0.0017302511730213006,0.9999999845188972,0.0017302511998074973,0.0017302511730213006,0.9999999845188972,0.0017302511998074973,0.0017302511730213006,0.9999999845188972,0.0017302511998074973,0.0017302511730213006,0.9999999845188972,0.0017302511998074973,0.0017302511730213006,0.9999999845188972,0.0017302511998074973,0.0017302511730213006,0.9999999703052294,0.002450213352964207,0.0024502132802056834,0.9999999703052294,0.002450213352964207,0.0024502132802056834,0.9999999703052294,0.002450213352964207,0.0024502132802056834,0.9999999131327028,0.004467290674879427,0.0044672902868179605,0.9999999131327028,0.004467290674879427,0.0044672902868179605,0.9999999131327028,0.004467290674879427,0.0044672902868179605,0.9999995666144069,0.011236899164988714,0.011236894295078504,0.9999995666144069,0.011236899164988714,0.011236894295078504,0.9999995666144069,0.011236899164988714,0.011236894295078504
10.309018935195287,0.9999999842664915,0.0017505234157958857,0.0017505233882540107,0.9999999842664915,0.0017505234157958857,0.0017505233882540107,0.9999999842664915,0.0017505234157958857,0.0017505233882540107,0.9999999842664915,0.0017505234157958857,0.0017505233882540107,0.9999999842664915,0.0017505234157958857,0.0017505233882540107,0.9999999842664915,0.0017505234157958857,0.0017505233882540107,0.9999999698210625,0.00247889552010834,0.002478895445297907,0.9999999698210625,0.00247889552010834,0.002478895445297907,0.9999999698210625,0.00247889552010834,0.002478895445297907,0.9999999117161986,0.004519457175740829,0.0045194567767459694,0.9999999117161986,0.004519457175740829,0.0045194567767459694,0.9999999117161986,0.004519457175740829,0.0045194567767459694,0.9999995595451036,0.011367062503506671,0.011367057496828334,0.9999995595451036,0.011367062503506671,0.011367057496828334,0.9999995595451036,0.011367062503506671,0.011367057496828334
10.38775436873506,0.9999999840065921,0.001771134916433955,0.0017711348881074716,0.9999999840065921,0.001771134916433955,0.0017711348881074716,0.9999999840065921,0.001771134916433955,0.0017711348881074716,0.9999999840065921,0.001771134916433955,0.0017711348881074716,0.9999999840065921,0.001771134916433955,0.0017711348881074716,0.9999999840065921,0.001771134916433955,0.0017711348881074716,0.9999999693225198,0.002508057163721961,0.002508057086781087,0.9999999693225198,0.002508057163721961,0.002508057086781087,0.9999999693225198,0.002508057163721961,0.002508057086781087,0.9999999102576289,0.004572492910538093,0.004572492500191737,0.9999999102576289,0.004572492910538093,0.004572492500191737,0.9999999102576289,0.004572492910538093,0.004572492500191737,0.9999995522657616,0.011499371364803144,0.011499366216140864,0.9999995522657616,0.011499371364803144,0.011499366216140864,0.9999995522657616,0.011499371364803144,0.011499366216140864
10.467091146450613,0.9999999837389715,0.001792092026255741,0.0017920919971144815,0.9999999837389715,0.001792092026255741,0.0017920919971144815,0.9999999837389715,0.001792092026255741,0.0017920919971144815,0.9999999837389715,0.001792092026255741,0.0017920919971144815,0.9999999837389715,0.001792092026255741,0.0017920919971144815,0.9999999837389715,0.001792092026255741,0.0017920919971144815,0.9999999688091654,0.002537707204272979,0.002537707125119773,0.9999999688091654,0.002537707204272979,0.002537707125119773,0.9999999688091654,0.002537707204272979,0.002537707125119773,0.9999999087557184,0.004626413963533183,0.004626413541399365,0.9999999087557184,0.004626413963533183,0.004626413541399365,0.9999999087557184,0.004626413963533183,0.004626413541399365,0.9999995447700102,0.011633864730891562,0.011633859434807438,0.9999995447700102,0.011633864730891562,0.011633859434807438,0.9999995447700102,0.011633864730891562,0.011633859434807438
10.54703386112568,0.9999999834633957,0.0018134011947054994,0.0018134011647180015,0.9999999834633957,0.0018134011947054994,0.0018134011647180015,0.9999999834633957,0.0018134011947054994,0.0018134011647180015,0.9999999834633957,0.0018134011947054994,0.0018134011647180015,0.9999999834633957,0.0018134011947054994,0.0018134011647180015,0.9999999834633957,0.0018134011947054994,0.0018134011647180015,0.9999999682805509,0.002567854737813265,0.0025678546563623274,0.9999999682805509,0.002567854737813265,0.0025678546563623274,0.9999999682805509,0.002567854737813265,0.0025678546563623274,0.9999999072091528,0.004681236732577443,0.004681236298201521,0.9999999072091528,0.004681236732577443,0.004681236298201521,0.9999999072091528,0.004681236732577443,0.004681236298201521,0.9999995370512803,0.011770582319334666,0.011770576870158651,0.9999995370512803,0.011770582319334666,0.011770576870158651,0.9999995370512803,0.011770582319334666,0.011770576870158651
10.627587140621493,0.9999999831796239,0.0018350689986839932,0.0018350689678174425,0.9999999831796239,0.0018350689986839932,0.0018350689678174425,0.9999999831796239,0.0018350689986839932,0.0018350689678174425,0.9999999831796239,0.0018350689986839932,0.0018350689678174425,0.9999999831796239,0.0018350689986839932,0.0018350689678174425,0.9999999831796239,0.0018350689986839932,0.0018350689678174425,0.9999999677362126,0.0025985090395356522,0.002598508955697909,0.9999999677362126,0.0025985090395356522,0.002598508955697909,0.9999999677362126,0.0025985090395356522,0.002598508955697909,0.9999999056165776,0.004736977935354819,0.004736977488262629,0.9999999056165776,0.004736977935354819,0.004736977488262629,0.9999999056165776,0.004736977935354819,0.004736977488262629,0.9999995291028031,0.011909564597005975,0.01190955898882539,0.9999995291028031,0.011909564597005975,0.01190955898882539,0.9999995291028031,0.011909564597005975,0.01190955898882539
10.708755648144729,0.9999999828874068,0.0018571021451467,0.0018571021133668665,0.9999999828874068,0.0018571021451467,0.0018571021133668665,0.9999999828874068,0.0018571021451467,0.0018571021133668665,0.9999999828874068,0.0018571021451467,0.0018571021133668665,0.9999999828874068,0.0018571021451467,0.0018571021133668665,0.9999999828874068,0.0018571021451467,0.0018571021133668665,0.9999999671756739,0.0026296795674050025,0.002629679481087543,0.9999999671756739,0.0026296795674050025,0.002629679481087543,0.9999999671756739,0.0026296795674050025,0.002629679481087543,0.9999999039765959,0.004793654615749502,0.004793654155446468,0.9999999039765959,0.004793654615749502,0.004793654155446468,0.9999999039765959,0.004793654615749502,0.004793654155446468,0.9999995209175991,0.012050852794087056,0.012050847020735566,0.9999995209175991,0.012050852794087056,0.012050847020735566,0.9999995209175991,0.012050852794087056,0.012050847020735566
