a_max_f_micron,P_Band4_nterms2,omega_Band4_nterms2,P_times_omega_Band4_nterms2,P_Band5,omega_Band5,P_times_omega_Band5,P_Band6,omega_Band6,P_times_omega_Band6,P_Band7_nterms2,omega_Band7_nterms2,P_times_omega_Band7_nterms2
9.828363332770028,0.9999999791076634,0.0004575337491288226,0.0004575337395698735,0.9999999599064636,0.000648394410584465,0.0006483943845880402,0.9999998826901757,0.0011845628383160276,0.0011845626993551692,0.9999994144542869,0.002999321752459309,0.0029993199962193144
10.057875736205835,0.9999999770868827,0.00048775993602358204,0.0004877599248474814,0.9999999560281857,0.0006912205076463351,0.0006912204772521153,0.999999871340546,0.0012627566242373743,0.0012627564617717964,0.9999993577708514,0.003196916383400923,0.003196914330248036
10.292747724096085,0.9999999748705771,0.0005200265144808204,0.0005200265014128542,0.9999999517746154,0.0007369363359312058,0.0007369363003921676,0.9999998588923151,0.0013462204295789553,0.0013462202396169072,0.999999295595831,0.0034077754779607275,0.003407773077509474
10.533104453709372,0.9999999724398261,0.0005544729962225781,0.000554472980941206,0.9999999471094271,0.0007857393151534513,0.0007857392735952488,0.9999998452390988,0.0014353134411244652,0.0014353132189940635,0.9999992273967173,0.003632795857934334,0.003632793051224329
10.779074004992731,0.9999999697738756,0.0005912485060765375,0.0005912484882053867,0.9999999419927785,0.0008378404452376694,0.0008378403966368732,0.9999998302642052,0.001530419435418843,0.0015304191756518838,0.9999991525892963,0.003872934736274766,0.003872931454308416
11.030787448822151,0.9999999668499625,0.0006305124464170295,0.0006305124255155183,0.9999999363809691,0.0008934652417101681,0.0008934651848687753,0.9999998138396361,0.001631948455855919,0.0016319481520518007,0.999999070532617,0.0041292136951178475,0.004129209857148401
11.288378916846892,0.999999963643122,0.0006724352073912397,0.0006724351829435949,0.999999930226067,0.000952854735083524,0.0009528546685991016,0.9999997958249871,0.001740338602137777,0.0017403382468041205,0.9999989805234716,0.0044027229104218035,0.004402718421949135
11.551985672964793,0.9999999601259704,0.0007171989260427322,0.000717198897445121,0.9999999234754979,0.0010162665385181455,0.0010162664607488547,0.9999997760662472,0.0018560579392865447,0.0018560575236525251,0.9999988817903298,0.004694625636112831,0.004694620386537046
11.821748186466717,0.9999999562684746,0.0007649982976478921,0.0007649982641933496,0.9999999160715972,0.0010839759883140335,0.0010839758973376602,0.9999997543944786,0.0019796065337928156,0.0019796060475905206,0.9999987734866893,0.005006162960924473,0.005006156820798966
12.097810206889013,0.9999999520376924,0.0008160414427976103,0.0008160414036583796,0.9999999079511137,0.0011562773620729413,0.001156277255638898,0.9999997306243654,0.002111518624903779,0.0021115180561121095,0.9999986546837699,0.005338658851355718,0.005338651669171319
12.380318840613976,0.9999999473974925,0.0008705508339847905,0.0008705507881916338,0.9999998990446718,0.001233485179671095,0.0012334850551441938,0.9999997045526288,0.002252364939485857,0.0022523642740305567,0.9999985243624943,0.0056935254943312145,0.005693517092751455
12.669424629259064,0.9999999423082457,0.0009287642857015035,0.0009287642321194625,0.9999998892761756,0.001315935592499453,0.0013159354467940315,0.9999996759562787,0.0024027551593397128,0.0024027543807419896,0.9999983814046866,0.006072268953214139,0.006072259124668069
12.965281629896682,0.9999999367264852,0.0009909360123042657,0.0009909359496042612,0.9999998785621559,0.0014039878667606997,0.00140398769626344,0.9999996445907032,0.002563340550298651,0.0025633396392635887,0.9999982245834077,0.006476495150774212,0.006476483652297261
13.268047497147244,0.9999999306045347,0.0010573377581773445,0.0010573376848028988,0.999999866811061,0.0014980259669594427,0.0014980257674389536,0.9999996101875682,0.0027348167629039277,0.002734815696838355,0.9999980525523401,0.006907916192530497,0.006907902739725273
13.577883567189284,0.9999999238901025,0.0011282600050085462,0.0011282599191367929,0.9999998539224673,0.001598460246087155,0.001598460012588026,0.9999995724525156,0.0029179268149157334,0.002917925567363464,0.9999978638341404,0.00736835704354278,0.007368341303510022
13.894954943731374,0.9999999165258309,0.0012040132612919966,0.00120401316078799,0.9999998397862222,0.0017057292493822833,0.0017057289761009562,0.9999995310626314,0.003113464266387294,0.0031134628063675535,0.9999976568076364,0.007859762571188221,0.007859744154252585
14.219430585991669,0.9999999084488072,0.0012849294394887592,0.0012849293218519364,0.9999998242814987,0.001820301638942512,0.0018203013190818361,0.999999485663676,0.003322276598495371,0.0033222748897278383,0.9999974296937838,0.008384204965696026,0.008384183415721884
14.55148339873194,0.9999998995900278,0.001371363326607525,0.0013713631889089716,0.9999998072757628,0.0019426782468760788,0.0019426778724748956,0.9999994358670377,0.0035452688077781958,0.003545266807775201,0.999997180540227,0.008943891549187163,0.008943866332244726
14.891290324394095,0.9999998898738018,0.001463694154315087,0.0014636939931240145,0.9999997886236349,0.002073394265105175,0.0020733938268386316,0.9999993812463915,0.003783407227877109,0.0037834048868802344,0.999996907204312,0.00954117298261974,0.00954114347372108
15.239032437388289,0.9999998792171091,0.0015623272750507147,0.0015623270863483099,0.9999997681656463,0.002213021580372119,0.0022130210673176913,0.9999993213340361,0.004037723591302571,0.0040377208510369985,0.9999966073345822,0.010178551878420108,0.010178517345999148
15.594895040582823,0.9999998675288854,0.0016676959509982988,0.0016676957300767574,0.9999997457268707,0.0023621712634511035,0.0023621706628144242,0.9999992556168659,0.004309319344139851,0.0043093161363552115,0.9999962783502175,0.010858691824319599,0.010858651412071534
15.959067764047312,0.999999854709246,0.0017802632631655638,0.001780263004509772,0.9999997211154239,0.0025214962220282845,0.0025214955188218795,0.9999991835319584,0.004599370226967025,0.004599366471728223,0.9999959174185996,0.011584426821555785,0.01158437952719031
16.331744666101677,0.9999998406486258,0.0019005241482321635,0.0019005238453810287,0.9999996941208197,0.0026916940271830628,0.0026916932038499003,0.9999991044617278,0.004909131135563784,0.004909126739248969,0.9999955214306266,0.012358771137344486,0.012358715787730578
