a_max_divided_f_micron,P_Band 4,omega_Band 4,P_times_omega_Band 4,P_Band4_nterms2,omega_Band4_nterms2,P_times_omega_Band4_nterms2,P_Band4_nterms2_robust_minus,omega_Band4_nterms2_robust_minus,P_times_omega_Band4_nterms2_robust_minus,P_Band4_nterms2_smooth,omega_Band4_nterms2_smooth,P_times_omega_Band4_nterms2_smooth,P_Band4_nterms2_smooth_B6,omega_Band4_nterms2_smooth_B6,P_times_omega_Band4_nterms2_smooth_B6,P_Band4_nterms2_smooth_B6_B7,omega_Band4_nterms2_smooth_B6_B7,P_times_omega_Band4_nterms2_smooth_B6_B7,P_Band5,omega_Band5,P_times_omega_Band5,P_Band5_robust_minus1,omega_Band5_robust_minus1,P_times_omega_Band5_robust_minus1,P_Band5_robust_minus2,omega_Band5_robust_minus2,P_times_omega_Band5_robust_minus2,P_Band6,omega_Band6,P_times_omega_Band6,P_Band6_smooth,omega_Band6_smooth,P_times_omega_Band6_smooth,P_Band6_smooth_B7,omega_Band6_smooth_B7,P_times_omega_Band6_smooth_B7,P_Band7_nterms2,omega_Band7_nterms2,P_times_omega_Band7_nterms2,P_Band7_nterms2_smooth,omega_Band7_nterms2_smooth,P_times_omega_Band7_nterms2_smooth,P_Band7_nterms2_smooth_B6,omega_Band7_nterms2_smooth_B6,P_times_omega_Band7_nterms2_smooth_B6
40.0,0.999999797835938,0.034278644166136164,0.03427863723622622,0.999999797835938,0.034278644166136164,0.03427863723622622,0.999999797835938,0.034278644166136164,0.03427863723622622,0.999999797835938,0.034278644166136164,0.03427863723622622,0.999999797835938,0.034278644166136164,0.03427863723622622,0.999999797835938,0.034278644166136164,0.03427863723622622,0.9999996118745125,0.04778429710313074,0.04778427855682713,0.9999996118745125,0.04778429710313074,0.04778427855682713,0.9999996118745125,0.04778429710313074,0.04778427855682713,0.9999988608199143,0.08351546150931079,0.08351536637016019,0.9999988608199143,0.08351546150931079,0.08351536637016019,0.9999988608199143,0.08351546150931079,0.08351536637016019,0.9999942564242517,0.18481176559903947,0.18481070411866457,0.9999942564242517,0.18481176559903947,0.18481070411866457,0.9999942564242517,0.18481176559903947,0.18481070411866457
120.08016032064128,0.99998341483334,0.37361526420908775,0.3736090677376641,0.99998341483334,0.37361526420908775,0.3736090677376641,0.99998341483334,0.37361526420908775,0.3736090677376641,0.99998341483334,0.37361526420908775,0.3736090677376641,0.99998341483334,0.37361526420908775,0.3736090677376641,0.99998341483334,0.37361526420908775,0.3736090677376641,0.9999677141650577,0.45351881499514735,0.4535041727615432,0.9999677141650577,0.45351881499514735,0.4535041727615432,0.9999677141650577,0.45351881499514735,0.4535041727615432,0.9999013461801717,0.5912622185950448,0.5912038883186602,0.9999013461801717,0.5912622185950448,0.5912038883186602,0.9999013461801717,0.5912622185950448,0.5912038883186602,0.9994189621914186,0.7608912415057473,0.760449134926214,0.9994189621914186,0.7608912415057473,0.760449134926214,0.9994189621914186,0.7608912415057473,0.760449134926214
200.16032064128257,0.9998773960366394,0.6764335805958813,0.67635064715795,0.9998773960366394,0.6764335805958813,0.67635064715795,0.9998773960366394,0.6764335805958813,0.67635064715795,0.9998773960366394,0.6764335805958813,0.67635064715795,0.9998773960366394,0.6764335805958813,0.67635064715795,0.9998773960366394,0.6764335805958813,0.67635064715795,0.9997519506656034,0.7386769398128602,0.7384937114896055,0.9997519506656034,0.7386769398128602,0.7384937114896055,0.9997519506656034,0.7386769398128602,0.7384937114896055,0.9991452048078702,0.8204333706734516,0.819732068172737,0.9991452048078702,0.8204333706734516,0.819732068172737,0.9991452048078702,0.8204333706734516,0.819732068172737,0.9920795841462827,0.888771750490153,0.8817323086272347,0.9920795841462827,0.888771750490153,0.8817323086272347,0.9920795841462827,0.888771750490153,0.8817323086272347
280.2404809619238,0.999510066460634,0.8225824098400564,0.8221793991285832,0.999510066460634,0.8225824098400564,0.8221793991285832,0.999510066460634,0.8225824098400564,0.8221793991285832,0.999510066460634,0.8225824098400564,0.8221793991285832,0.999510066460634,0.8225824098400564,0.8221793991285832,0.999510066460634,0.8225824098400564,0.8221793991285832,0.9989311359159482,0.8573035904223884,0.8563872494054572,0.9989311359159482,0.8573035904223884,0.8563872494054572,0.9989311359159482,0.8573035904223884,0.8563872494054572,0.9954173786863044,0.8969706486753019,0.8928601718629231,0.9954173786863044,0.8969706486753019,0.8928601718629231,0.9954173786863044,0.8969706486753019,0.8928601718629231,0.9359187541716633,0.9272627653281807,0.8678426121157222,0.9359187541716633,0.9272627653281807,0.8678426121157222,0.9359187541716633,0.9272627653281807,0.8678426121157222
360.32064128256513,0.998456110235111,0.8892229608926032,0.8878500986645769,0.998456110235111,0.8892229608926032,0.8878500986645769,0.998456110235111,0.8892229608926032,0.8878500986645769,0.998456110235111,0.8892229608926032,0.8878500986645769,0.998456110235111,0.8892229608926032,0.8878500986645769,0.998456110235111,0.8892229608926032,0.8878500986645769,0.9962359835720477,0.9078252414999296,0.904408172377214,0.9962359835720477,0.9078252414999296,0.904408172377214,0.9962359835720477,0.9078252414999296,0.904408172377214,0.9795276466625463,0.9277355803040485,0.9087426497003364,0.9795276466625463,0.9277355803040485,0.9087426497003364,0.9795276466625463,0.9277355803040485,0.9087426497003364,0.8003629511637305,0.9469272089471985,0.7578854554902142,0.8003629511637305,0.9469272089471985,0.7578854554902142,0.8003629511637305,0.9469272089471985,0.7578854554902142
440.4008016032065,0.995622594862723,0.9219923020438024,0.917956368204306,0.995622594862723,0.9219923020438024,0.917956368204306,0.995622594862723,0.9219923020438024,0.917956368204306,0.995622594862723,0.9219923020438024,0.917956368204306,0.995622594862723,0.9219923020438024,0.917956368204306,0.995622594862723,0.9219923020438024,0.917956368204306,0.9879846420746164,0.9321814697817563,0.9209809757709184,0.9879846420746164,0.9321814697817563,0.9209809757709184,0.9879846420746164,0.9321814697817563,0.9209809757709184,0.9300507400814672,0.9447781436722034,0.8786916117351274,0.9300507400814672,0.9447781436722034,0.8786916117351274,0.9300507400814672,0.9447781436722034,0.8786916117351274,0.7448815873829729,0.9571810405845889,0.7129865329235344,0.7448815873829729,0.9571810405845889,0.7129865329235344,0.7448815873829729,0.9571810405845889,0.7129865329235344
520.4809619238476,0.9883725904020846,0.9398220849187767,0.9288943885882592,0.9883725904020846,0.9398220849187767,0.9288943885882592,0.9883725904020846,0.9398220849187767,0.9288943885882592,0.9883725904020846,0.9398220849187767,0.9288943885882592,0.9883725904020846,0.9398220849187767,0.9288943885882592,0.9883725904020846,0.9398220849187767,0.9288943885882592,0.965847906482046,0.9462286822182832,0.9139129917737939,0.965847906482046,0.9462286822182832,0.9139129917737939,0.965847906482046,0.9462286822182832,0.9139129917737939,0.843268771508954,0.9557685002931298,0.8059697290891429,0.843268771508954,0.9557685002931298,0.8059697290891429,0.843268771508954,0.9557685002931298,0.8059697290891429,0.7485190371884216,0.9636028536911594,0.7212750802769221,0.7485190371884216,0.9636028536911594,0.7212750802769221,0.7485190371884216,0.9636028536911594,0.7212750802769221
600.561122244489,0.9715053341872883,0.9509031293420327,0.9238074624511697,0.9715053341872883,0.9509031293420327,0.9238074624511697,0.9715053341872883,0.9509031293420327,0.9238074624511697,0.9715053341872883,0.9509031293420327,0.9238074624511697,0.9715053341872883,0.9509031293420327,0.9238074624511697,0.9715053341872883,0.9509031293420327,0.9238074624511697,0.9200576869349437,0.9559048681965959,0.8794876219628123,0.9200576869349437,0.9559048681965959,0.8794876219628123,0.9200576869349437,0.9559048681965959,0.8794876219628123,0.7657301427421206,0.9626365329547181,0.7371198097881964,0.7657301427421206,0.9626365329547181,0.7371198097881964,0.7657301427421206,0.9626365329547181,0.7371198097881964,0.6805928003519766,0.9678752776178351,0.6587289455853691,0.6805928003519766,0.9678752776178351,0.6587289455853691,0.6805928003519766,0.9678752776178351,0.6587289455853691
680.6412825651304,0.9385555298585501,0.9588079724416091,0.8998945246075365,0.9385555298585501,0.9588079724416091,0.8998945246075365,0.9385555298585501,0.9588079724416091,0.8998945246075365,0.9385555298585501,0.9588079724416091,0.8998945246075365,0.9385555298585501,0.9588079724416091,0.8998945246075365,0.9385555298585501,0.9588079724416091,0.8998945246075365,0.8538051711200679,0.9628002875013963,0.8220438642245803,0.8538051711200679,0.9628002875013963,0.8220438642245803,0.8538051711200679,0.9628002875013963,0.8220438642245803,0.7457540831207714,0.9674068168762697,0.7214475837243466,0.7457540831207714,0.9674068168762697,0.7214475837243466,0.7457540831207714,0.9674068168762697,0.7214475837243466,0.5976879776649648,0.9707853134065798,0.5802267107168277,0.5976879776649648,0.9707853134065798,0.5802267107168277,0.5976879776649648,0.9707853134065798,0.5802267107168277
760.7214428857716,0.8882246402565126,0.9647582750381004,0.8569220717802104,0.8882246402565126,0.9647582750381004,0.8569220717802104,0.8882246402565126,0.9647582750381004,0.8569220717802104,0.8882246402565126,0.9647582750381004,0.8569220717802104,0.8882246402565126,0.9647582750381004,0.8569220717802104,0.8882246402565126,0.9647582750381004,0.8569220717802104,0.7883812915006956,0.9675895135907141,0.7628294703671771,0.7883812915006956,0.9675895135907141,0.7628294703671771,0.7883812915006956,0.9675895135907141,0.7628294703671771,0.7502099057978435,0.970902037226193,0.7283803258863966,0.7502099057978435,0.970902037226193,0.7283803258863966,0.7502099057978435,0.970902037226193,0.7283803258863966,0.5950293054632313,0.9729001302006488,0.5789040887583794,0.5950293054632313,0.9729001302006488,0.5789040887583794,0.5950293054632313,0.9729001302006488,0.5789040887583794
