a_max_f_micron,P_Band4,omega_Band4,P_times_omega_Band4,P_Band5,omega_Band5,P_times_omega_Band5,P_Band6,omega_Band6,P_times_omega_Band6,P_Band7,omega_Band7,P_times_omega_Band7
3.333333333333334,0.9999999999851623,2.4816054515853597e-05,2.4816054515485385e-05,0.9999999999637349,4.015849402812494e-05,4.0158494026668584e-05,0.9999999999167949,6.429490574735055e-05,6.429490574200088e-05,0.9999999995851057,0.00016308350914385735,0.00016308350907619492
3.411173490324194,0.9999999999844158,2.5710851588362472e-05,2.571085158796179e-05,0.9999999999619102,4.1606446141053965e-05,4.160644613946919e-05,0.9999999999126082,6.661299872611066e-05,6.661299872028923e-05,0.9999999995642276,0.00016896216023787355,0.0001689621601642445
3.490831374327162,0.9999999999835998,2.665208812695863e-05,2.665208812652153e-05,0.9999999999599161,4.312954267350564e-05,4.312954267177684e-05,0.9999999999080325,6.905138548511017e-05,6.905138547875968e-05,0.9999999995414102,0.00017514579254094913,0.00017514579246062905
3.5723494329890366,0.9999999999827078,2.764245975221277e-05,2.764245975173477e-05,0.9999999999577361,4.4732145119738056e-05,4.4732145117847506e-05,0.999999999903031,7.16170472564721e-05,7.161704724952747e-05,0.99999999951647,0.000181652097727123,0.00018165209763928877
3.6557711051960595,0.9999999999817326,2.8684828608273414e-05,2.8684828607749416e-05,0.999999999955353,4.6418884373147544e-05,4.6418884371075085e-05,0.9999999998975635,7.431739640137711e-05,7.431739639376429e-05,0.999999999489205,0.00018849985919619231,0.00018849985909990754
3.741140844221393,0.9999999999806666,2.978223405330941e-05,2.978223405273362e-05,0.9999999999527478,4.81946780170336e-05,4.81946780147563e-05,0.9999999998915852,7.716030407335229e-05,7.716030406498696e-05,0.9999999994593943,0.00019570902203193692,0.00019570902192613551
3.828504141413127,0.999999999979501,3.093790405542279e-05,3.093790405478859e-05,0.9999999999498984,5.0064748754817466e-05,5.0064748752309144e-05,0.9999999998850481,8.015412970330603e-05,8.015412969409215e-05,0.9999999994267954,0.00020330076755389925,0.00020330076743736632
3.917907550435454,0.999999999978226,3.2155267339446675e-05,3.2155267338746524e-05,0.9999999999467823,5.203464406000115e-05,5.203464405723199e-05,0.9999999998778986,8.330775242598534e-05,8.330775241581334e-05,0.9999999993911428,0.00021129759276864943,0.00021129759263999938
4.009398712075925,0.9999999999768316,3.3437966336156864e-05,3.343796633538216e-05,0.9999999999433735,5.4110257114185305e-05,5.4110257111121234e-05,0.999999999870078,8.663060458023318e-05,8.663060456897796e-05,0.9999999993521443,0.00021972339504715223,0.00021972339490480318
4.103026379632008,0.9999999999753055,3.4789870986850557e-05,3.478987098599144e-05,0.9999999999396447,5.6297849134544505e-05,5.6297849131146635e-05,0.9999999998615227,9.013270741982966e-05,9.013270740734833e-05,0.9999999993094811,0.00022860356237598833,0.00022860356221813326
4.198840444890467,0.9999999999736364,3.621509346193707e-05,3.6215093460982305e-05,0.9999999999355651,5.860407317643274e-05,5.860407317265659e-05,0.9999999998521624,9.382470918484677e-05,9.382470917097595e-05,0.9999999992628021,0.00023796506955695642,0.0002379650693815291
4.296891964713422,0.99999999997181,3.771800385413462e-05,3.771800385307135e-05,0.9999999999311009,6.10359995115467e-05,6.103599950734138e-05,0.9999999998419191,9.771792569095549e-05,9.771792567550816e-05,0.9999999992117238,0.000247836580749527,0.0002478365805541633
4.397233188245239,0.9999999999698109,3.9303246912018486e-05,3.9303246910831956e-05,0.9999999999262154,6.360114268796052e-05,6.360114268326772e-05,0.9999999998307096,0.00010182438360720284,0.00010182438358996495,0.9999999991558246,0.00025824855878158257,0.0002582485585635755
