StokesI_major,StokesI_offset_major,StokesI_minor,StokesI_offset_minor
0.18882672,-0.6989935622021136,0.030535422,-0.6989935622021136
0.23326418,-0.6739792281665661,0.027035352,-0.6739792281665661
0.23326418,-0.6739792281665661,0.027035352,-0.6739792281665661
0.28639963,-0.6489992295835182,0.027748767,-0.6489992295835182
0.32580218,-0.6341009383371073,0.029436687,-0.6341009383371073
0.4149923,-0.6090812753647908,0.041837484,-0.6090812753647908
0.54309094,-0.5840993066251663,0.060607497,-0.5840993066251663
0.6429555,-0.5692099788303083,0.071005724,-0.5692099788303083
0.8530589,-0.5441837924819152,0.09737193,-0.5441837924819152
0.8530589,-0.5441837924819152,0.09737193,-0.5441837924819152
1.1133183,-0.5191993836668145,0.13022739,-0.5191993836668145
1.4132534,-0.4942630878388554,0.1745142,-0.4942630878388554
1.5998635,-0.47928697040499657,0.2101144,-0.47928697040499657
1.9393517,-0.4542994607084627,0.2942551,-0.4542994607084627
2.1388056,-0.4394360021664133,0.36541265,-0.4394360021664133
2.50229,-0.4143911195959682,0.5246595,-0.4143911195959682
2.50229,-0.4143911195959682,0.5246595,-0.4143911195959682
2.8748431,-0.38939953775011094,0.748291,-0.38939953775011094
3.2575958,-0.3644722211636986,1.0458696,-0.3644722211636986
3.4944222,-0.3494967811010568,1.2639356,-0.3494967811010568
3.930564,-0.3244996147917591,1.6853119,-0.3244996147917591
4.224487,-0.3096837096135346,1.9743699,-0.3096837096135346
4.4317727,-0.2995797055876783,2.1875558,-0.2995797055876783
4.8039403,-0.28460498941515416,2.528846,-0.28460498941515416
5.508276,-0.25959969183340725,3.1961687,-0.25959969183340725
6.360984,-0.2346912865872954,4.0331383,-0.2346912865872954
7.054403,-0.21971800108320666,4.619844,-0.21971800108320666
8.279902,-0.19469976887505547,5.932305,-0.19469976887505547
9.301275,-0.18000000000000002,6.837862,-0.18000000000000002
9.796983,-0.16981166037701886,7.747781,-0.16981166037701886
11.145152,-0.1548418548067673,8.980651,-0.1548418548067673
13.428427,-0.12979984591670363,11.83643,-0.12979984591670363
16.112038,-0.10495713410721542,15.371932,-0.10495713410721542
18.385233,-0.09000000000000001,17.332527,-0.09000000000000001
21.387447,-0.06489992295835181,21.218964,-0.06489992295835181
21.387447,-0.06489992295835181,21.218964,-0.06489992295835181
23.84006,-0.04024922359499622,24.353659,-0.04024922359499622
25.325472,-0.025455844122715714,25.273937,-0.025455844122715714
25.844357,-0.0,25.844357,-0.0
24.810526,0.025455844122715714,24.283413,0.025455844122715714
23.595072,0.04024922359499622,22.733284,0.04024922359499622
20.797934,0.06489992295835181,19.178679,0.06489992295835181
20.797934,0.06489992295835181,19.178679,0.06489992295835181
17.64192,0.09000000000000001,15.31287,0.09000000000000001
15.660487,0.10495713410721542,13.376968,0.10495713410721542
12.963817,0.12979984591670363,10.267402,0.12979984591670363
10.726321,0.1548418548067673,7.868926,0.1548418548067673
9.53761,0.16981166037701886,6.8284907,0.16981166037701886
8.935493,0.18000000000000002,6.12014,0.18000000000000002
8.022746,0.19469976887505547,5.368906,0.19469976887505547
6.7940526,0.21971800108320666,4.304456,0.21971800108320666
6.1318316,0.2346912865872954,3.8038356,0.2346912865872954
5.271775,0.25959969183340725,3.0780182,0.25959969183340725
4.5848165,0.28460498941515416,2.4628396,0.28460498941515416
4.230172,0.2995797055876783,2.1320975,0.2995797055876783
4.0381784,0.3096837096135346,1.9278581,0.3096837096135346
3.7633739,0.3244996147917591,1.6417993,0.3244996147917591
3.35707,0.3494967811010568,1.2278494,0.3494967811010568
3.1365297,0.3644722211636986,1.0136329,0.3644722211636986
2.7616613,0.38939953775011094,0.72678226,0.38939953775011094
2.3812497,0.4143911195959682,0.5114082,0.4143911195959682
2.3812497,0.4143911195959682,0.5114082,0.4143911195959682
2.0032303,0.4394360021664133,0.3540294,0.4394360021664133
1.8041362,0.4542994607084627,0.2815551,0.4542994607084627
1.4573417,0.47928697040499657,0.19004041,0.47928697040499657
1.2749953,0.4942630878388554,0.14899936,0.4942630878388554
0.98339456,0.5191993836668145,0.09815227,0.5191993836668145
0.73830146,0.5441837924819152,0.06531652,0.5441837924819152
0.73830146,0.5441837924819152,0.06531652,0.5441837924819152
0.5454982,0.5692099788303083,0.04563503,0.5692099788303083
0.45861864,0.5840993066251663,0.036514457,0.5840993066251663
0.34520078,0.6090812753647908,0.027373249,0.6090812753647908
0.26822764,0.6341009383371073,0.021259742,0.6341009383371073
0.23614153,0.6489992295835182,0.016762802,0.6489992295835182
0.19159174,0.6739792281665661,0.014855323,0.6739792281665661
0.19159174,0.6739792281665661,0.014855323,0.6739792281665661
0.15624107,0.6989935622021136,0.014865818,0.6989935622021136
