Xdata,P_Band4_nterms2,omega_Band4_nterms2,P_times_omega_Band4_nterms2,P_Band5,omega_Band5,P_times_omega_Band5,P_Band5_robust_minus1,omega_Band5_robust_minus1,P_times_omega_Band5_robust_minus1,P_Band6,omega_Band6,P_times_omega_Band6,P_Band7_nterms2,omega_Band7_nterms2,P_times_omega_Band7_nterms2
50.0,0.9999907266179567,0.17103477708683273,0.17103319101600212,0.9999821768881928,0.22529329570617776,0.22528928027857897,0.9999821768881928,0.22529329570617776,0.22528928027857897,0.999947573122585,0.3438638148044852,0.34384578709841895,0.9997331922036288,0.56058574184404,0.5604361731975814
51.37028824833703,0.9999901703173963,0.1769627047105798,0.1769609652233598,0.9999811062571684,0.23254707703838928,0.23254268335371947,0.9999811062571684,0.23254707703838928,0.23254268335371947,0.9999444116052251,0.3531076049729188,0.35308797628797556,0.9997168556042809,0.5703227009822323,0.5701612173056978
52.74057649667406,0.999989565674578,0.18304127640582088,0.1830393664935772,0.9999799423586122,0.23995030665314365,0.2399454938159419,0.9999799423586122,0.23995030665314365,0.2399454938159419,0.9999409727274581,0.36244693164509684,0.36242553739128064,0.9996990466814365,0.5799863151526562,0.5798117663463895
54.110864745011085,0.9999889100233377,0.18926688638679526,0.1892647874214423,0.999978680013458,0.24749628345948865,0.2474910068420561,0.999978680013458,0.24749628345948865,0.2474910068420561,0.9999372407783983,0.37186923366462477,0.37184589544098234,0.9996796753052526,0.5895633765119295,0.589374524803314
55.481152993348125,0.999988200628755,0.1956356293319809,0.19563332095456165,0.9999773139046857,0.2551780051737716,0.2551722161812241,0.9999773139046857,0.2551780051737716,0.2551722161812241,0.9999331995880167,0.3813619606620875,0.3813364855260005,0.9996586477376237,0.5990416355758065,0.5988371513582451
56.851441241685144,0.9999874346866098,0.20214331340764602,0.20214077341356332,0.9999758385758368,0.2629881978270516,0.262981843657654,0.9999758385758368,0.2629881978270516,0.262981843657654,0.999928832518355,0.3909126329612493,0.3908848126936182,0.9996358664617444,0.6084098133130437,0.6081882708950126
58.22172949002218,0.9999866093227948,0.20878547454198504,0.2087826787630903,0.9999742484294261,0.2709193463059466,0.2709123697072804,0.9999742484294261,0.2709193463059466,0.2709123697072804,0.9999241224541462,0.4005088986346761,0.4004785090023551,0.9996112299980997,0.617657603396695,0.6174174766490487
59.5920177383592,0.9999857215926939,0.21555739184596584,0.21555431402972725,0.9999725377252615,0.27896372567019656,0.27895606469172013,0.9999725377252615,0.27896372567019656,0.27895606469172013,0.9999190517928626,0.41013858727990155,0.41010538729658336,0.9995846327061635,0.6267756655224778,0.6265153234104471
60.96230598669624,0.9999847684805347,0.22245410406984176,0.22245071575582548,0.9999707005786793,0.2871134329902277,0.28710502073278765,0.9999707005786793,0.2871134329902277,0.28710502073278765,0.9999136024341942,0.41978976015566133,0.4197534913422337,0.9995559645709725,0.6357556107531362,0.6354733127377589
62.33259423503327,0.9999837468987117,0.22947042697802553,0.22946669737193318,0.9999687309587063,0.2953604194510132,0.2953511838138609,0.9999687309587063,0.2953604194510132,0.2953511838138609,0.9999077557689694,0.42945075638715535,0.4294111420323669,0.9995251109736608,0.6445899798702173,0.6442838711622887
63.70288248337029,0.999982653687091,0.23660097151995976,0.23659686736547322,0.9999666226861478,0.3036965224743151,0.30368638590016866,0.9999666226861478,0.3036965224743151,0.30368638590016866,0.9999014926675013,0.4391102350171293,0.43906697943920486,0.9994919524449283,0.6532722157136901,0.6529403223617005
65.07317073170732,0.9999814856122943,0.24384016267072078,0.24383564811941086,0.9999643694316094,0.31211349761993884,0.31210237683861625,0.9999643694316094,0.31211349761993884,0.31210237683861625,0.9998947934673673,0.44875721275427294,0.4487100005639251,0.9994563644003088,0.6617966304688397,0.6614368542607613
66.44345898004434,0.9999802393669653,0.251182258812459,0.25117729529201777,0.9999619647134506,0.32060305003763917,0.32059085580876234,0.9999619647134506,0.32060305003763917,0.32059085580876234,0.9998876379605962,0.45838109731678306,0.4583295926818644,0.9994182168559942,0.670158368822365,0.6697684819795697
