Xdata,P_Band4_nterms2,omega_Band4_nterms2,P_times_omega_Band4_nterms2,P_Band5,omega_Band5,P_times_omega_Band5,P_Band6,omega_Band6,P_times_omega_Band6,P_Band7_nterms2,omega_Band7_nterms2,P_times_omega_Band7_nterms2
10.0,0.9999999999902651,1.8091191535222175e-05,1.809119153504606e-05,0.999999999981335,2.5642909637728286e-05,2.5642909637249662e-05,0.9999999999454099,4.6872821717087265e-05,4.687282171452847e-05,0.9999999997277939,0.00011889890158049226,0.00011889890154812725
210.3807615230461,0.9999980770381945,0.11991472072596832,0.11991449013454045,0.9999963005978403,0.1610938178410776,0.16109322189025996,0.9999890810079393,0.25702193594478345,0.25701912952430545,0.99994384174975,0.4567405189291982,0.45671486918083687
410.7615230460922,0.9999736683815902,0.41192875236798876,0.4119179056172694,0.9999487231607858,0.4936744872540495,0.4936491731867424,0.9998430150014302,0.6297588651815244,0.6296600024869745,0.9990621315244148,0.7891413215033684,0.7884012107351487
611.1422845691384,0.999878133264815,0.6533080661769443,0.6532284496558493,0.999756217240119,0.7201015327834867,0.7199259844444301,0.9991867549632238,0.8099534051537128,0.8092947145669517,0.9931336636546135,0.8880507347531548,0.881953079716572
811.5230460921844,0.9996191904883425,0.7908898995331236,0.7905887211367075,0.9992003107440779,0.8339845777088907,0.8333176492024922,0.9968959228994483,0.8853437588188728,0.8825955835310068,0.9599840948854044,0.923231194677048,0.8862872627920164
1011.9038076152304,0.9990129636344859,0.8641203091259837,0.863267390956697,0.9977670659323702,0.8906272654667113,0.8886385535040907,0.989374227025127,0.9195433709082788,0.909772511808458,0.8513738971702652,0.9425108261363199,0.8024291151728449
1212.2845691382768,0.9976733252435116,0.9042989217497238,0.9021949122761691,0.994202221046582,0.9205105908193378,0.9151736738894871,0.9666774631219809,0.9375690689055292,0.9063268890312346,0.7103222292865684,0.9536480744266027,0.6773974261815477
1412.665330661323,0.9947762595999191,0.927513347419695,0.9226682584751645,0.9855814975783999,0.937539936539271,0.9240220146939327,0.9123032995898903,0.9493152691289569,0.8660634523774121,0.650048661801137,0.9603902845388417,0.6243004192712872
1613.0460921843687,0.9886249120643665,0.9417264514216124,0.9310142302253794,0.9661230227631127,0.948347110426286,0.9162199769537069,0.8243479085269114,0.9576843298010814,0.7894650743005184,0.655608256634016,0.9650501914029748,0.6326948735500277
1813.426853707415,0.9760779400293669,0.9510930135166624,0.9283409094096666,0.9281148207561227,0.9561429730274104,0.8874104640285613,0.7302696536363453,0.963363852133846,0.7035153866235592,0.6295624001756477,0.9682587785391165,0.6095793206082271
