POLF_major,POLF_offset_major,POLF_minor,POLF_offset_minor
-9.1062845e-17,-0.7040738597618861,0.8016839,-0.7040738597618861
7.54697e-19,-0.6792466415080755,0.5797865,-0.6792466415080755
5.0743587e-17,-0.6640512028450818,0.46671024,-0.6640512028450818
5.0962354e-09,-0.6391901125643293,0.28069934,-0.6391901125643293
0.005994406,-0.6297428046432925,0.21225053,-0.6297428046432925
0.009463227,-0.6143777339715365,0.16593549,-0.6143777339715365
0.009816095,-0.5896202167497312,0.084227964,-0.5896202167497312
0.00911776,-0.5743100208075774,0.05893482,-0.5743100208075774
0.009839558,-0.5495161508090549,2.6262555e-08,-0.5495161508090549
0.010037541,-0.5342695948676099,8.621165e-09,-0.5342695948676099
0.011207455,-0.5094349811310567,-6.425278e-19,-0.5094349811310567
0.011413837,-0.4942630878388554,-1.4758722e-17,-0.4942630878388554
0.012119634,-0.4846648326421054,1.1689594e-10,-0.4846648326421054
0.012233867,-0.4693825731745908,-2.895885e-10,-0.4693825731745908
0.012977649,-0.4445672052682249,0.0071373708,-0.4445672052682249
0.013614834,-0.4198285364288617,0.011848246,-0.4198285364288617
0.013832923,-0.4044996909763962,0.013233944,-0.4044996909763962
0.014095036,-0.37971041597512184,0.014272092,-0.37971041597512184
0.014005433,-0.3644722211636986,0.014433353,-0.3644722211636986
0.013873465,-0.3396233207540377,0.013525518,-0.3396233207540377
0.013873465,-0.3396233207540377,0.013525518,-0.3396233207540377
0.013582786,-0.31487140232164623,0.011662878,-0.31487140232164623
0.013212421,-0.2995797055876783,0.0104917465,-0.2995797055876783
0.012750762,-0.27475807540452746,0.008008158,-0.27475807540452746
0.012289565,-0.25959969183340725,0.0067735272,-0.25959969183340725
0.011842534,-0.2346912865872954,0.004500823,-0.2346912865872954
0.011420578,-0.21971800108320666,0.0038224019,-0.21971800108320666
0.0115839215,-0.20991426821443085,0.003170312,-0.20991426821443085
0.011640732,-0.18532134253776603,0.00393431,-0.18532134253776603
0.011680622,-0.16981166037701886,0.0050977487,-0.16981166037701886
0.012291409,-0.1451206394693739,0.007206203,-0.1451206394693739
0.012559623,-0.12979984591670363,0.008387876,-0.12979984591670363
0.013337821,-0.10495713410721542,0.010322226,-0.10495713410721542
0.013574039,-0.09000000000000001,0.011181968,-0.09000000000000001
0.014213548,-0.06489992295835181,0.012613839,-0.06489992295835181
0.014213548,-0.06489992295835181,0.012613839,-0.06489992295835181
0.014669178,-0.04024922359499622,0.013693616,-0.04024922359499622
0.0146407,-0.025455844122715714,0.014022603,-0.025455844122715714
0.014639224,-0.0,0.014639224,-0.0
0.014256302,0.025455844122715714,0.014950448,0.025455844122715714
0.013613852,0.04024922359499622,0.014896653,0.04024922359499622
0.012751605,0.06489992295835181,0.01469519,0.06489992295835181
0.012751605,0.06489992295835181,0.01469519,0.06489992295835181
0.011742974,0.09000000000000001,0.014014983,0.09000000000000001
0.01094407,0.10495713410721542,0.013332801,0.10495713410721542
0.009962043,0.12979984591670363,0.0118085435,0.12979984591670363
0.009312416,0.1451206394693739,0.010637917,0.1451206394693739
0.0086269565,0.16981166037701886,0.008376105,0.16981166037701886
0.008344192,0.18532134253776603,0.0068609063,0.18532134253776603
0.0083906865,0.20991426821443085,0.0042776642,0.20991426821443085
0.008557508,0.21971800108320666,0.0035117485,0.21971800108320666
0.008958808,0.2346912865872954,0.002505404,0.2346912865872954
0.009977313,0.25959969183340725,0.0039152545,0.25959969183340725
0.010697936,0.27475807540452746,0.0051947758,0.27475807540452746
0.012096962,0.2995797055876783,0.0078115677,0.2995797055876783
0.012810277,0.31487140232164623,0.009043752,0.31487140232164623
0.01405942,0.3396233207540377,0.010350598,0.3396233207540377
0.01405942,0.3396233207540377,0.010350598,0.3396233207540377
0.014970897,0.3644722211636986,0.010796727,0.3644722211636986
0.014990644,0.37971041597512184,0.011160528,0.37971041597512184
0.015237152,0.4044996909763962,0.011642426,0.4044996909763962
0.014935705,0.4198285364288617,0.011882472,0.4198285364288617
0.014978393,0.4445672052682249,0.0128640765,0.4445672052682249
0.015057886,0.4693825731745908,0.013384921,0.4693825731745908
0.014634793,0.4846648326421054,0.00703418,0.4846648326421054
0.015143953,0.4942630878388554,0.012009744,0.4942630878388554
0.0146189295,0.5094349811310567,2.3124642e-09,0.5094349811310567
0.014675587,0.5342695948676099,0.015216029,0.5342695948676099
0.0143405525,0.5495161508090549,0.023864705,0.5495161508090549
0.015064582,0.5743100208075774,0.04318235,0.5743100208075774
0.014879659,0.5896202167497312,0.0501719,0.5896202167497312
0.015115653,0.6143777339715365,0.04939622,0.6143777339715365
0.012407981,0.6297428046432925,-3.54167e-08,0.6297428046432925
0.013309046,0.6391901125643293,-1.2173553e-08,0.6391901125643293
1.0720511e-08,0.6640512028450818,-4.1226e-13,0.6640512028450818
-1.8575958e-14,0.6792466415080755,5.2331167e-10,0.6792466415080755
4.1803928e-17,0.7040738597618861,3.9077509e-07,0.7040738597618861
