POLF_Gaussian,POLF_err_Gaussian,POLF_maxPOLI,POLF_err_maxPOLI,POLF_maxStokesI,POLF_err_maxStokesI
0.009747408,0.00017486119014235467,0.010519301,0.00017612611170712036,0.009907462,0.00017252402568194945
