POLF_Gaussian,POLF_err_Gaussian,POLF_maxPOLI,POLF_err_maxPOLI,POLF_maxStokesI,POLF_err_maxStokesI
0.0141269695,0.00030886987,0.014862873,0.00030210346,0.014639224,0.00029772913
