StokesI_major,StokesI_offset_major,StokesI_minor,StokesI_offset_minor
3.1304295,-0.6945761297366907,0.38454938,-0.6945761297366907
3.3725874,-0.6854195795277519,0.4470911,-0.6854195795277519
3.9038243,-0.6698805863734223,0.55530137,-0.6698805863734223
4.842668,-0.6452441398416572,0.79495186,-0.6452441398416572
5.5712757,-0.6297428046432925,0.9815518,-0.6297428046432925
6.8526063,-0.6050785073029781,1.3804771,-0.6050785073029781
7.8227835,-0.5896202167497312,1.6863607,-0.5896202167497312
9.515027,-0.5649247737531078,2.322472,-0.5649247737531078
10.756968,-0.5495161508090549,2.801524,-0.5495161508090549
12.899119,-0.524785670536077,3.7762294,-0.524785670536077
12.899119,-0.524785670536077,3.7762294,-0.524785670536077
15.302129,-0.500127983620193,5.020626,-0.500127983620193
17.008102,-0.4846648326421054,5.9344954,-0.4846648326421054
19.84007,-0.459969564210503,7.7331514,-0.459969564210503
21.795586,-0.4445672052682249,9.025525,-0.4445672052682249
25.029074,-0.4198285364288617,11.541894,-0.4198285364288617
27.223288,-0.4044996909763962,13.308403,-0.4044996909763962
30.868494,-0.37971041597512184,16.725481,-0.37971041597512184
30.868494,-0.37971041597512184,16.725481,-0.37971041597512184
34.75444,-0.3550154926196884,20.79912,-0.3550154926196884
38.906307,-0.3304360755123448,25.600159,-0.3304360755123448
41.9164,-0.31487140232164623,28.861647,-0.31487140232164623
46.717125,-0.2902412789387478,34.972507,-0.2902412789387478
50.238823,-0.27475807540452746,38.99831,-0.27475807540452746
55.85724,-0.2500639918100965,46.485615,-0.2500639918100965
59.983288,-0.2346912865872954,51.23472,-0.2346912865872954
61.912193,-0.22553935355055005,54.740826,-0.22553935355055005
66.49871,-0.20991426821443085,59.956566,-0.20991426821443085
73.38124,-0.18532134253776603,69.175835,-0.18532134253776603
78.457085,-0.16981166037701886,74.71673,-0.16981166037701886
85.812546,-0.1451206394693739,84.18046,-0.1451206394693739
90.954445,-0.12979984591670363,89.50017,-0.12979984591670363
98.03272,-0.10495713410721542,98.13292,-0.10495713410721542
102.53958,-0.09000000000000001,102.52586,-0.09000000000000001
104.29605,-0.08049844718999244,105.43425,-0.08049844718999244
108.28452,-0.06489992295835181,109.081856,-0.06489992295835181
112.55382,-0.04024922359499622,113.5523,-0.04024922359499622
114.675285,-0.025455844122715714,115.2281,-0.025455844122715714
116.06795,-0.0,116.06795,-0.0
115.393555,0.025455844122715714,114.29795,0.025455844122715714
114.0574,0.04024922359499622,112.53907,0.04024922359499622
110.35881,0.06489992295835181,107.29113,0.06489992295835181
106.95634,0.08049844718999244,103.64716,0.08049844718999244
105.0416,0.09000000000000001,100.15665,0.09000000000000001
100.98497,0.10495713410721542,95.84504,0.10495713410721542
94.030914,0.12979984591670363,86.948296,0.12979984591670363
89.062515,0.1451206394693739,81.81649,0.1451206394693739
81.56321,0.16981166037701886,72.37073,0.16981166037701886
76.437996,0.18532134253776603,67.084076,0.18532134253776603
69.25073,0.20991426821443085,58.067986,0.20991426821443085
64.487564,0.22553935355055005,53.11796,0.22553935355055005
62.402393,0.2346912865872954,49.635002,0.2346912865872954
58.087326,0.2500639918100965,45.138046,0.2500639918100965
52.148735,0.27475807540452746,37.942635,0.27475807540452746
48.437534,0.2902412789387478,34.11417,0.2902412789387478
43.388412,0.31487140232164623,28.236874,0.31487140232164623
40.22683,0.3304360755123448,25.108492,0.3304360755123448
35.90836,0.3550154926196884,20.464445,0.3550154926196884
31.892038,0.37971041597512184,16.507757,0.37971041597512184
31.892038,0.37971041597512184,16.507757,0.37971041597512184
28.139883,0.4044996909763962,13.172654,0.4044996909763962
25.874723,0.4198285364288617,11.440826,0.4198285364288617
22.553099,0.4445672052682249,8.967727,0.4445672052682249
20.534649,0.459969564210503,7.6934476,0.459969564210503
17.612303,0.4846648326421054,5.9202557,0.4846648326421054
15.843989,0.500127983620193,5.0178514,0.500127983620193
13.343055,0.524785670536077,3.7922301,0.524785670536077
13.343055,0.524785670536077,3.7922301,0.524785670536077
11.098866,0.5495161508090549,2.833729,0.5495161508090549
9.801246,0.5649247737531078,2.3618867,0.5649247737531078
8.016149,0.5896202167497312,1.7374153,0.5896202167497312
7.0041623,0.6050785073029781,1.434816,0.6050785073029781
5.6510305,0.6297428046432925,1.0409536,0.6297428046432925
4.8986645,0.6452441398416572,0.8527479,0.6452441398416572
3.9129384,0.6698805863734223,0.6110756,0.6698805863734223
3.3736,0.6854195795277519,0.49676734,0.6854195795277519
3.1057367,0.6945761297366907,0.43484643,0.6945761297366907
