POLF_Gaussian,POLF_err_Gaussian,POLF_maxPOLI,POLF_err_maxPOLI,POLF_maxStokesI,POLF_err_maxStokesI
0.011646626,0.0004164333269914866,0.01561384,0.0004050717693338188,0.013677061,0.00037906061944338647
