flist N_number N Nerr_lower Nerr_upper
0.1778279410038923 92.0 21909.981985897426 3258.207898338496 3258.207898338496
0.29415174464092214 84.0 12957.484955847505 1644.2489133575216 1644.2489133575216
0.4865672311495997 69.0 7395.868444128232 934.3553722476831 934.3553722476831
0.8048487719071372 53.0 4128.71144072779 569.9983055308669 569.9983055308669
1.331329987245402 39.0 2663.9574359131884 426.9569722246142 426.9569722246142
2.202201949987376 25.0 1543.72411896342 306.9258457271988 374.84363826772983
3.6427433280929034 13.0 771.4569619574055 211.21171440458787 278.9193409857798
6.025595860743578 4.0 231.6367041263783 110.83868422917251 183.16703924120077
