POLF_Gaussian,POLF_err_Gaussian,POLF_maxPOLI,POLF_err_maxPOLI,POLF_maxStokesI,POLF_err_maxStokesI
0.008981155,0.00017171864729860871,0.010840478,0.00015045174358468028,0.010420333,0.00014934629481556927
